"gene","top1_density"
"LOC730183",1.38
"LOC730202",1.3
"LOC730338",0.95
"LOC730668",1.07
"LOC731157",1.47
"LOC81691",1.12
"LOC90246",1.04
"LOC90768",1
"LOC90784",1.35
"LOC91450",1
"LOC93429",1.1
"LOC93463",1.05
"LOC93622",1.21
"LOH12CR2",1.08
"LONP1",1.33
"LONP2",1.16
"LONRF1",1.09
"LONRF2",1.17
"LONRF3",1.08
"LOR",0.98
"LOX",1.17
"LOXHD1",1.04
"LOXL1",1.24
"LOXL1-AS1",1.12
"LOXL2",1.06
"LOXL3",1.15
"LOXL4",1.23
"LPA",1.07
"LPAL2",1.07
"LPAR1",1.08
"LPAR2",1.37
"LPAR3",1.12
"LPAR4",1.09
"LPAR5",1.11
"LPAR6",1.09
"LPCAT1",1.13
"LPCAT2",1.06
"LPCAT3",1.25
"LPCAT4",1.06
"LPGAT1",1.06
"LPIN1",1.08
"LPIN2",1.07
"LPIN3",1.16
"LPL",1.07
"LPO",1.11
"LPP",1.12
"LPP-AS1",1.15
"LPP-AS2",1.49
"LPXN",1.09
"LRAT",1.07
"LRBA",1.14
"LRCH1",1.21
"LRCH2",1.07
"LRCH3",1.16
"LRCH4",1.2
"LRCOL1",1.23
"LRFN1",1.12
"LRFN2",1.08
"LRFN3",1.14
"LRFN4",0.99
"LRFN5",1.11
"LRG1",0.96
"LRGUK",1.06
"LRIF1",1.25
"LRIG1",1.15
"LRIG2",1.14
"LRIG3",1.14
"LRIT1",1.09
"LRIT2",1.17
"LRIT3",1.08
"LRMP",1.09
"LRP1",1.08
"LRP1-AS",1.06
"LRP10",1.14
"LRP11",1.13
"LRP12",1.12
"LRP1B",1.07
"LRP2",1.09
"LRP2BP",1.17
"LRP3",1.06
"LRP4",1.09
"LRP4-AS1",1.06
"LRP5",1.13
"LRP5L",1.17
"LRP6",1.17
"LRP8",1.16
"LRPAP1",1.09
"LRPPRC",1.29
"LRR1",1.2
"LRRC1",1.1
"LRRC10",1.16
"LRRC10B",1.12
"LRRC14",1.11
"LRRC14B",1.02
"LRRC15",1.01
"LRRC17",1.05
"LRRC18",0.98
"LRRC19",1.16
"LRRC2",1.07
"LRRC2-AS1",1.09
"LRRC20",1.08
"LRRC23",1.12
"LRRC24",1.11
"LRRC25",1.16
"LRRC26",1.1
"LRRC27",1.09
"LRRC28",1.09
"LRRC29",1.12
"LRRC3",1.01
"LRRC3-AS1",1.03
"LRRC30",1.02
"LRRC31",1.06
"LRRC32",1.03
"LRRC34",1.1
"LRRC36",1.07
"LRRC37A",1.09
"LRRC37A11P",1.02
"LRRC37A2",1.07
"LRRC37A3",1.06
"LRRC37A4P",1.11
"LRRC37A5P",1.03
"LRRC37A6P",1.13
"LRRC37A8P",1
"LRRC37B",1.07
"LRRC38",1.07
"LRRC39",1.18
"LRRC3B",1.07
"LRRC3C",0.99
"LRRC4",1.23
"LRRC40",1.13
"LRRC41",1.3
"LRRC42",1.13
"LRRC43",1.09
"LRRC45",1.17
"LRRC46",1.15
"LRRC47",1.16
"LRRC49",1.07
"LRRC4B",1.07
"LRRC4C",1.05
"LRRC52",1.13
"LRRC55",1.09
"LRRC56",1.05
"LRRC57",1.19
"LRRC58",1.2
"LRRC59",1.26
"LRRC6",1.05
"LRRC61",1.11
"LRRC63",1.08
"LRRC66",1.11
"LRRC69",1.09
"LRRC7",1.06
"LRRC70",1.34
"LRRC71",1.2
"LRRC72",1.08
"LRRC73",1.07
"LRRC74A",1.09
"LRRC74B",1
"LRRC75A",1.26
"LRRC75A-AS1",1.4
"LRRC75B",1.03
"LRRC8A",1.15
"LRRC8B",1.13
"LRRC8C",1.1
"LRRC8D",1.11
"LRRC8E",1.21
"LRRC9",1.04
"LRRCC1",1.07
"LRRD1",1.05
"LRRFIP1",1.14
"LRRFIP2",1.16
"LRRIQ1",1.1
"LRRIQ3",1.05
"LRRIQ4",1.12
"LRRK1",1.08
"LRRK2",1.07
"LRRN1",1.02
"LRRN2",1.06
"LRRN3",1.07
"LRRN4",1.19
"LRRN4CL",1.42
"LRRTM1",1.18
"LRRTM2",1.44
"LRRTM3",1.05
"LRRTM4",1.07
"LRSAM1",1.2
"LRTM1",1.03
"LRTM2",1.08
"LRTOMT",1.26
"LRWD1",1.18
"LSAMP",1.07
"LSAMP-AS1",0.99
"LSG1",1.14
"LSM1",1.11
"LSM10",1.07
"LSM11",1.04
"LSM12",1.2
"LSM14A",1.23
"LSM14B",1.03
"LSM2",1.18
"LSM3",1.12
"LSM4",1.14
"LSM5",1.08
"LSM6",1.13
"LSM7",0.99
"LSM8",1.27
"LSMEM1",1.13
"LSMEM2",1.4
"LSP1",1.05
"LSP1P3",1.08
"LSR",1.35
"LSS",1.08
"LST1",1.04
"LTA",1.1
"LTA4H",1.13
"LTB",1.15
"LTB4R",1.3
"LTB4R2",1.06
"LTBP1",1.1
"LTBP2",1.09
"LTBP3",1.07
"LTBP4",1.1
"LTBR",1.28
"LTC4S",1.16
"LTF",1.09
"LTK",1.08
"LTN1",1.13
"LTV1",1.2
"LUADT1",1.06
"LUC7L",1.16
"LUC7L2",1.2
"LUC7L3",1.18
"LUCAT1",1.07
"LUM",1.13
"LUNAR1",1.1
"LURAP1",1.08
"LURAP1L",1.31
"LURAP1L-AS1",1.18
"LUZP1",1.18
"LUZP2",1.08
"LUZP4",1.08
"LUZP6",1.13
"LVCAT1",1.14
"LVCAT5",1.04
"LVCAT8",1.01
"LVRN",1.06
"LXN",1.82
"LY6D",1.28
"LY6E",1.13
"LY6G5B",0.93
"LY6G5C",1.22
"LY6G6C",0.98
"LY6G6D",1.1
"LY6G6E",1.16
"LY6G6F",1.02
"LY6H",0.9
"LY6K",0.93
"LY75",1.11
"LY75-CD302",1.18
"LY86",1.06
"LY86-AS1",1.07
"LY9",1.02
"LY96",1.05
"LYAR",1.07
"LYG1",1.09
"LYG2",1.1
"LYL1",1.23
"LYN",1.1
"LYNX1",1.07
"LYPD1",1.14
"LYPD2",1.18
"LYPD3",1.07
"LYPD4",1.1
"LYPD5",1
"LYPD6",1.06
"LYPD6B",1.09
"LYPD8",1.14
"LYPLA1",1.14
"LYPLA2",1.11
"LYPLA2P2",1.11
"LYPLAL1",1.08
"LYPLAL1-AS1",1.07
"LYRM1",1.25
"LYRM2",1.25
"LYRM4",1.08
"LYRM4-AS1",1.07
"LYRM7",1.09
"LYRM9",1.06
"LYSMD1",1.12
"LYSMD2",1.1
"LYSMD3",1.14
"LYSMD4",1.23
"LYST",1.1
"LYVE1",1.01
"LYZ",1.1
"LYZL1",1.15
"LYZL2",1.09
"LYZL4",1.06
"LYZL6",1.06
"LZIC",1.07
"LZTFL1",1.09
"LZTR1",0.99
"LZTS1",1.07
"LZTS1-AS1",1.02
"LZTS2",1.07
"LZTS3",1.07
"M1AP",1.12
"M6PR",1.27
"MAATS1",1.09
"MAB21L1",1.2
"MAB21L2",1.24
"MAB21L3",1.06
"MACC1",1.17
"MACC1-AS1",1.21
"MACF1",1.17
"MACROD1",1.12
"MACROD2",1.07
"MACROD2-AS1",1.04
"MACROD2-IT1",1.1
"MAD1L1",1.09
"MAD2L1",1.12
"MAD2L1BP",1.23
"MAD2L2",1.09
"MADCAM1",1.02
"MADD",1.17
"MAEA",1.09
"MAEL",1.13
"MAF",1.25
"MAF1",1.13
"MAFA",1.11
"MAFA-AS1",0.97
"MAFB",1.03
"MAFF",1.46
"MAFG",1.02
"MAFG-AS1",0.99
"MAFK",1.47
"MAFTRR",1.1
"MAG",1.11
"MAGEA1",1.06
"MAGEA10",0.97
"MAGEA10-MAGEA5",1.03
"MAGEA11",1.15
"MAGEA12",1.23
"MAGEA2",0.91
"MAGEA3",1.03
"MAGEA4",1.02
"MAGEA5",1.04
"MAGEA6",1.03
"MAGEA8",1.05
"MAGEA8-AS1",1.03
"MAGEA9",1.04
"MAGEA9B",1.04
"MAGEB1",1.1
"MAGEB10",1.05
"MAGEB16",1.05
"MAGEB17",1.03
"MAGEB18",1.13
"MAGEB2",0.97
"MAGEB3",1.16
"MAGEB4",1.07
"MAGEB5",1.05
"MAGEB6",1.06
"MAGEC1",1.2
"MAGEC2",1.05
"MAGEC3",1.06
"MAGED1",1.12
"MAGED2",1.13
"MAGED4",0.99
"MAGEE1",1.03
"MAGEE2",1.19
"MAGEF1",1.25
"MAGEH1",1
"MAGEL2",1.04
"MAGI1",1.1
"MAGI1-AS1",1.13
"MAGI1-IT1",1.14
"MAGI2",1.07
"MAGI2-AS2",1.3
"MAGI2-AS3",1.06
"MAGI3",1.12
"MAGIX",0.92
"MAGOH",1.14
"MAGOH2P",1.45
"MAGOHB",1.36
"MAGT1",1.12
"MAIP1",1.04
"MAJIN",1.16
"MAK",1.09
"MAK16",1.12
"MAL",1.1
"MAL2",1.18
"MALAT1",8.91
"MALL",1.09
"MALRD1",1.13
"MALSU1",1.08
"MALT1",1.05
"MAMDC2",1.09
"MAMDC2-AS1",1.11
"MAMDC4",1.19
"MAML1",1.17
"MAML2",1.06
"MAML3",1.1
"MAMLD1",1.07
"MAMSTR",0.95
"MAN1A1",1.13
"MAN1A2",1.15
"MAN1B1",1.02
"MAN1B1-AS1",1.39
"MAN1C1",1.07
"MAN2A1",1.14
"MAN2A2",1.1
"MAN2B1",1.11
"MAN2B2",1.03
"MAN2C1",1.16
"MANBA",1.08
"MANBAL",1.12
"MANEA",1.07
"MANEA-AS1",1.11
"MANEAL",1.21
"MANF",1.07
"MANSC1",1.16
"MANSC4",1.17
"MAOA",1.09
"MAOB",1.03
"MAP10",1.17
"MAP1A",1.08
"MAP1B",1.12
"MAP1LC3A",1.18
"MAP1LC3B",1.36
"MAP1LC3B2",1.16
"MAP1LC3C",1.25
"MAP1S",1.06
"MAP2",1.08
"MAP2K1",1.17
"MAP2K2",1.08
"MAP2K3",1.12
"MAP2K4",1.16
"MAP2K4P1",1.09
"MAP2K5",1.11
"MAP2K6",1.07
"MAP2K7",1.12
"MAP3K1",1.21
"MAP3K10",1.12
"MAP3K11",1.14
"MAP3K12",1.64
"MAP3K13",1.09
"MAP3K14",1.14
"MAP3K14-AS1",1.08
"MAP3K15",1.07
"MAP3K19",1.12
"MAP3K2",1.13
"MAP3K20-AS1",1.06
"MAP3K21",1.1
"MAP3K3",1.13
"MAP3K4",1.1
"MAP3K5",1.11
"MAP3K6",1.13
"MAP3K7",1.17
"MAP3K7CL",1.08
"MAP3K8",1.23
"MAP3K9",1.08
"MAP4",1.21
"MAP4K1",1.12
"MAP4K2",1.01
"MAP4K3",1.28
"MAP4K4",1.15
"MAP4K5",1.13
"MAP6",1.09
"MAP6D1",1.26
"MAP7",1.16
"MAP7D1",1.07
"MAP7D2",1.07
"MAP7D3",1.13
"MAP9",1.05
"MAPK1",1.14
"MAPK10",1.06
"MAPK11",1.07
"MAPK12",1.03
"MAPK13",1.13
"MAPK14",1.17
"MAPK15",1.48
"MAPK1IP1L",1.44
"MAPK3",1.12
"MAPK4",1.04
"MAPK6",1.29
"MAPK7",0.91
"MAPK8",1.13
"MAPK8IP1",1.14
"MAPK8IP1P2",1.22
"MAPK8IP2",0.98
"MAPK8IP3",1.13
"MAPK9",1.11
"MAPKAP1",1.11
"MAPKAPK2",1.19
"MAPKAPK3",1.08
"MAPKAPK5",1.16
"MAPKAPK5-AS1",0.98
"MAPKBP1",1.09
"MAPRE1",1.22
"MAPRE2",1.06
"MAPRE3",1.1
"MAPT",1.08
"MAPT-AS1",1.05
"MAPT-IT1",1.06
"MARCKS",1.19
"MARCKSL1",1.15
"MARCO",1.02
"MARK1",1.09
"MARK2",1.18
"MARK2P9",1.22
"MARK3",1.18
"MARK4",1.1
"MARS",1.32
"MARS2",1.36
"MARVELD1",1.03
"MARVELD2",1.06
"MARVELD3",1.28
"MAS1",0.93
"MAS1L",0.96
"MASCRNA",9.62
"MASP1",1.02
"MASP2",1.26
"MAST1",1.14
"MAST2",1.14
"MAST3",1.1
"MAST4",1.12
"MAST4-AS1",1.24
"MASTL",1.32
"MAT1A",1.04
"MAT2A",1.36
"MAT2B",1.14
"MATK",1.08
"MATN1",1.15
"MATN1-AS1",1.13
"MATN2",1.11
"MATN3",1.08
"MATN4",1.05
"MATR3",1.43
"MAU2",1.1
"MAVS",1.23
"MAX",1.06
"MAZ",1.15
"MB",1.09
"MB21D1",1.17
"MB21D2",1.15
"MBD1",1.09
"MBD2",1.08
"MBD3",1.13
"MBD3L1",1.06
"MBD3L2",1.23
"MBD3L3",1.22
"MBD3L4",1.24
"MBD3L5",1.19
"MBD4",1.13
"MBD5",1.1
"MBD6",1.19
"MBIP",1.18
"MBL1P",1.09
"MBL2",1.09
"MBLAC1",1.18
"MBLAC2",1.11
"MBNL1",1.2
"MBNL1-AS1",1.19
"MBNL2",1.17
"MBNL3",1.13
"MBOAT1",1.16
"MBOAT2",1.08
"MBOAT4",1.04
"MBOAT7",1.06
"MBP",1.07
"MBTD1",1.14
"MBTPS1",1.23
"MBTPS2",1.15
"MC1R",1.48
"MC2R",1.06
"MC3R",1.3
"MC4R",0.86
"MC5R",0.98
"MCAM",1.09
"MCAT",1.16
"MCC",1.07
"MCCC1",1.11
"MCCC2",1.15
"MCCD1",1.21
"MCEE",1.14
"MCEMP1",1.12
"MCF2",1.04
"MCF2L",1.1
"MCF2L-AS1",0.99
"MCF2L2",1.1
"MCFD2",1.14
"MCHR1",1.01
"MCHR2",1.05
"MCHR2-AS1",1.08
"MCIDAS",1.21
"MCL1",3.96
"MCM10",1.14
"MCM2",1.19
"MCM3",1.19
"MCM3AP",1.24
"MCM3AP-AS1",1.25
"MCM4",1.23
"MCM5",1.18
"MCM6",1.2
"MCM7",1.5
"MCM8",1.15
"MCM8-AS1",1.14
"MCM9",1.12
"MCMBP",1.28
"MCMDC2",1.18
"MCOLN1",1.07
"MCOLN2",1.11
"MCOLN3",1.09
"MCPH1",1.11
"MCPH1-AS1",1.09
"MCRIP1",1.01
"MCRIP2",1.02
"MCRS1",1.1
"MCTP1",1.08
"MCTP2",1.1
"MCTS1",1.19
"MCU",1.1
"MCUB",1.11
"MCUR1",1.11
"MDC1",1.14
"MDC1-AS1",1.11
"MDFI",1.03
"MDFIC",1.07
"MDGA1",1.12
"MDGA2",1.05
"MDH1",1.09
"MDH1B",1.05
"MDH2",1.27
"MDK",1.08
"MDM1",1.11
"MDM2",1.37
"MDM4",1.26
"MDN1",1.14
"MDP1",1.17
"MDS2",1.06
"ME1",1.13
"ME2",1.06
"ME3",1.11
"MEA1",1.18
"MEAF6",1.14
"MEAT6",1.03
"MECOM",1.1
"MECP2",1.16
"MECR",1.06
"MED1",1.13
"MED10",1.11
"MED11",1.38
"MED12",1.06
"MED12L",1.11
"MED13",0
"MED13L",1.51
"MED14",1.14
"MED14OS",1.08
"MED15",1.14
"MED15P9",1.15
"MED16",1.07
"MED17",1.13
"MED18",1.05
"MED19",1.17
"MED20",1.08
"MED21",1.14
"MED22",1.11
"MED23",1.12
"MED24",1.13
"MED25",1.12
"MED26",1.1
"MED27",1.1
"MED28",1.08
"MED29",1.15
"MED30",1.07
"MED31",1.18
"MED4",1.1
"MED4-AS1",1.21
"MED6",1.14
"MED7",1.06
"MED8",1.08
"MED9",1.21
"MEDAG",1.06
"MEF2A",1.16
"MEF2B",1.04
"MEF2C",1.09
"MEF2C-AS1",1.07
"MEF2D",1.09
"MEFV",1.06
"MEG3",1.07
"MEG8",1.15
"MEG9",1.26
"MEGF10",1.05
"MEGF11",1.08
"MEGF6",1.05
"MEGF8",1.07
"MEGF9",1.16
"MEI1",1.07
"MEI4",1.06
"MEIG1",1.22
"MEIKIN",1.06
"MEIOB",1.1
"MEIOC",1.25
"MEIS1",1.09
"MEIS1-AS2",1.03
"MEIS1-AS3",1.16
"MEIS2",1.11
"MEIS3",1.03
"MEIS3P1",1.11
"MELK",1.17
"MELTF",1.14
"MELTF-AS1",1.02
"MEMO1",1.21
"MEN1",1
"MEOX1",1.11
"MEOX2",1.09
"MEOX2-AS1",1.09
"MEP1A",1.1
"MEP1B",1.13
"MEPCE",1.44
"MEPE",1.05
"MERTK",1.15
"MESDC1",0.97
"MESDC2",1.11
"MESP1",1.06
"MESP2",0.99
"MEST",1.13
"MESTIT1",1.4
"MET",1.08
"METAP1",1.17
"METAP1D",1.11
"METAP2",1.21
"METRN",1.14
"METRNL",1.14
"METTL1",1.43
"METTL10",1.22
"METTL11B",1.05
"METTL12",1.62
"METTL13",1.05
"METTL14",1.12
"METTL15",1.11
"METTL16",1.12
"METTL17",1.06
"METTL18",1.39
"METTL21A",1.18
"METTL21B",1.05
"METTL21C",1.08
"METTL21EP",1.02
"METTL22",1.16
"METTL23",2.08
"METTL24",1.11
"METTL25",1.09
"METTL26",1.04
"METTL2A",1.19
"METTL2B",1.14
"METTL3",1.14
"METTL4",1.11
"METTL5",1.19
"METTL6",1.08
"METTL7A",1.13
"METTL7B",0.92
"METTL8",1.11
"METTL9",1.18
"MEX3A",1.08
"MEX3B",1.07
"MEX3C",1.09
"MEX3D",1.05
"MFAP1",1.12
"MFAP2",1.01
"MFAP3",1.12
"MFAP3L",1.09
"MFAP4",1.03
"MFAP5",1.08
"MFF",1.17
"MFGE8",1.08
"MFHAS1",1.12
"MFN1",1.1
"MFN2",1.1
"MFNG",1.2
"MFSD1",1.12
"MFSD10",1.03
"MFSD11",1.14
"MFSD12",1.13
"MFSD13A",1.14
"MFSD13B",1.19
"MFSD14A",1.18
"MFSD14B",1.21
"MFSD14C",1.24
"MFSD2A",1.08
"MFSD2B",1.06
"MFSD3",1.21
"MFSD4A",1.25
"MFSD4B",1.12
"MFSD5",0.97
"MFSD6",1.11
"MFSD6L",0.95
"MFSD7",1.11
"MFSD8",1.17
"MFSD9",1.08
"MGA",1.14
"MGAM",1.05
"MGAM2",1.06
"MGARP",1.08
"MGAT1",1.15
"MGAT2",1.34
"MGAT3",1.02
"MGAT3-AS1",1.28
"MGAT4A",1.08
"MGAT4B",1.01
"MGAT4C",1.06
"MGAT4D",1.06
"MGAT4EP",1.3
"MGAT5",1.09
"MGAT5B",1.05
"MGC12916",1.08
"MGC15885",1.1
"MGC16025",1.21
"MGC16275",2.26
"MGC27345",1.12
"MGC27382",1.07
"MGC2889",1.25
"MGC32805",1.04
"MGC34796",0.96
"MGC72080",1.12
"MGEA5",1.31
"MGLL",1.05
"MGME1",1.3
"MGMT",1.1
"MGP",1.32
"MGRN1",1.11
"MGST1",1.32
"MGST2",1.11
"MGST3",1.1
"MHRT",0.91
"MIA",0.83
"MIA-RAB4B",1.07
"MIA2",1.15
"MIA3",1.11
"MIAT",1.05
"MIATNB",1.09
"MIB1",1.14
"MIB2",1.07
"MICA",1.03
"MICAL1",1.26
"MICAL2",1.12
"MICAL3",1.12
"MICALCL",1.11
"MICALL1",1.11
"MICALL2",1.07
"MICB",1.1
"MICU1",1.11
"MICU2",1.16
"MICU3",1.1
"MID1",1.1
"MID1IP1",1.33
"MID1IP1-AS1",1.3
"MID2",1.11
"MIDN",1.32
"MIEF1",1.09
"MIEF2",1.08
"MIEN1",1.18
"MIER1",1.24
"MIER2",1.09
"MIER3",1.17
"MIF",1.37
"MIF-AS1",1.28
"MIF4GD",1.17
"MIGA1",1.08
"MIGA2",1.14
"MIIP",1.04
"MILR1",1.17
"MIMT1",1.03
"MINCR",1.51
"MINK1",1.08
"MINOS1",1.26
"MINOS1-NBL1",1.17
"MINOS1P1",1.35
"MINPP1",1.14
"MIOS",1.18
"MIOX",0.99
"MIP",1.01
"MIPEP",1.12
"MIPEPP3",1.08
"MIPOL1",1.11
"MIR1-1",1.49
"MIR1-1HG",1
"MIR1-2",0.59
"MIR100",1.62
"MIR100HG",1.08
"MIR101-1",1.57
"MIR101-2",0.65
"MIR103A1",2.08
"MIR103A2",1.33
"MIR103B1",2.1
"MIR103B2",1.41
"MIR105-1",0.68
"MIR105-2",0.69
"MIR106A",1.35
"MIR106B",2.03
"MIR107",0.97
"MIR10A",1.36
"MIR10B",1.42
"MIR1178",0.62
"MIR1179",0.43
"MIR1180",1
"MIR1181",0.36
"MIR1182",1.11
"MIR1183",1.56
"MIR1184-1",2.18
"MIR1185-1",0.82
"MIR1185-2",0.81
"MIR1193",0.83
"MIR1197",1.17
"MIR1199",1.17
"MIR1200",0.65
"MIR1202",1.23
"MIR1203",0.79
"MIR1204",1.99
"MIR1205",1.51
"MIR1206",1.09
"MIR1207",2.94
"MIR1208",0.57
"MIR122",1.28
"MIR1224",1.32
"MIR1225",1.11
"MIR1226",1.28
"MIR1227",0.49
"MIR1228",0.91
"MIR1229",0.98
"MIR1231",1.11
"MIR1233-1",0.65
"MIR1234",0.92
"MIR1236",0.85
"MIR1237",0.74
"MIR1238",0.6
"MIR124-1",0.78
"MIR124-2",0.92
"MIR124-2HG",1.03
"MIR124-3",1.49
"MIR1243",0.9
"MIR1244-1",1.52
"MIR1245A",1.43
"MIR1245B",1.45
"MIR1246",0.64
"MIR1247",0.64
"MIR1248",1.43
"MIR1249",0.74
"MIR1250",1.04
"MIR1251",1.21
"MIR1252",0.68
"MIR1253",1.11
"MIR1254-1",1.39
"MIR1254-2",1.28
"MIR1255A",0.6
"MIR1255B1",0.54
"MIR1255B2",1.15
"MIR1256",1.35
"MIR1257",0.9
"MIR1258",0.57
"MIR125A",1.16
"MIR125B1",1.31
"MIR125B2",2.28
"MIR126",0.88
"MIR1260A",0.45
"MIR1260B",1.26
"MIR1261",1.9
"MIR1262",0.76
"MIR1263",1.24
"MIR1264",0.58
"MIR1265",0.76
"MIR1266",0.61
"MIR1267",1.68
"MIR1268A",1.15
"MIR1268B",0.88
"MIR1269A",0.94
"MIR1269B",1.32
"MIR127",0.84
"MIR1270",1.09
"MIR1271",1.21
"MIR1272",1.1
"MIR1273A",1.3
"MIR1273C",1.15
"MIR1273D",0.49
"MIR1273E",1.48
"MIR1273F",0.77
"MIR1273G",2.18
"MIR1273H",1.08
"MIR1275",0.92
"MIR1276",1.46
"MIR1277",1.07
"MIR1278",0.48
"MIR1279",1.04
"MIR128-1",0.79
"MIR128-2",1.36
"MIR1281",2.04
"MIR1282",0.78
"MIR1283-1",1.47
"MIR1283-2",1
"MIR1284",0.57
"MIR1285-1",0.84
"MIR1285-2",2.12
"MIR1286",0.8
"MIR1287",1.35
"MIR1288",0.81
"MIR1289-1",1.49
"MIR1289-2",1.6
"MIR129-1",0.55
"MIR129-2",1.41
"MIR1290",0.41
"MIR1291",2.79
"MIR1292",1.48
"MIR1293",0.96
"MIR1294",1.09
"MIR1295A",0.78
"MIR1295B",0.77
"MIR1296",0.74
"MIR1297",0.75
"MIR1298",0.95
"MIR1299",0.8
"MIR1301",0.74
"MIR1302-1",0.65
"MIR1302-10",0.57
"MIR1302-3",0.73
"MIR1302-4",0.85
"MIR1302-5",0.64
"MIR1302-6",1.32
"MIR1302-7",0.48
"MIR1302-8",0.76
"MIR1303",1.14
"MIR1304",0.86
"MIR1305",1
"MIR1306",1.5
"MIR1307",1.01
"MIR130A",0.53
"MIR130B",1.5
"MIR132",0.89
"MIR1321",1.67
"MIR1322",1.48
"MIR1323",1.14
"MIR1324",0.87
"MIR133A1",0.96
"MIR133A1HG",1.05
"MIR133A2",0.77
"MIR133B",1.12
"MIR134",1.16
"MIR1343",1.49
"MIR135A1",0.68
"MIR135A2",1.13
"MIR135B",1.05
"MIR136",0.59
"MIR137",0.74
"MIR137HG",1.1
"MIR138-1",0.97
"MIR138-2",0.74
"MIR139",1.5
"MIR140",0.77
"MIR141",2.01
"MIR142",2.11
"MIR143",0.8
"MIR144",1.26
"MIR145",1.81
"MIR1468",0.59
"MIR1469",2.43
"MIR146A",1.06
"MIR146B",0.67
"MIR1470",1
"MIR1471",1.02
"MIR147A",2.17
"MIR147B",0.79
"MIR148A",0.73
"MIR148B",1.33
"MIR149",0.59
"MIR150",1.42
"MIR151A",0.41
"MIR151B",1.09
"MIR152",1.9
"MIR153-1",1.01
"MIR153-2",0.81
"MIR1537",1.28
"MIR1538",1.28
"MIR1539",3.39
"MIR154",2.27
"MIR155",1.47
"MIR155HG",1.11
"MIR1587",1.5
"MIR15A",0.95
"MIR15B",3.7
"MIR16-1",1.07
"MIR16-2",1.6
"MIR17",1.64
"MIR17HG",1.25
"MIR181A1",0.78
"MIR181A1HG",1.12
"MIR181A2",0.85
"MIR181A2HG",1.12
"MIR181B1",1.08
"MIR181B2",0.59
"MIR181C",1.33
"MIR181D",1.28
"MIR182",0.59
"MIR1825",0.72
"MIR1827",0.84
"MIR183",1.18
"MIR184",1.71
"MIR185",0.59
"MIR186",0.36
"MIR187",1.23
"MIR188",1.49
"MIR18A",1.36
"MIR18B",0.97
"MIR1908",1.85
"MIR1909",1.32
"MIR190A",2.2
"MIR190B",0.72
"MIR191",1.01
"MIR1910",0.97
"MIR1911",0.56
"MIR1912",0.87
"MIR1913",1.27
"MIR1914",2.47
"MIR1915",0.81
"MIR192",1.51
"MIR193A",1.03
"MIR193B",2
"MIR193BHG",1.26
"MIR194-1",0.62
"MIR194-2",1.63
"MIR194-2HG",1.2
"MIR195",0.71
"MIR196A1",1.08
"MIR196A2",1.04
"MIR196B",0.54
"MIR197",1.6
"MIR1972-1",1.77
"MIR1973",1.94
"MIR1976",0.74
"MIR198",1.18
"MIR199A1",1.5
"MIR199A2",1.64
"MIR199B",1.08
"MIR19A",1.15
"MIR19B1",1.15
"MIR19B2",1.13
"MIR200A",1.98
"MIR200B",1.11
"MIR200C",0.59
"MIR202",1.91
"MIR202HG",1.05
"MIR203A",1.06
"MIR203B",1.1
"MIR204",1.31
"MIR205",1.72
"MIR2052",1.18
"MIR2052HG",1.06
"MIR2053",0.9
"MIR2054",0.61
"MIR205HG",1.03
"MIR206",0.93
"MIR208A",0.9
"MIR208B",1.09
"MIR20A",1.14
"MIR20B",0.89
"MIR21",7.62
"MIR210",1.01
"MIR210HG",1.37
"MIR211",1.14
"MIR2110",1.36
"MIR2113",1.85
"MIR2114",1.64
"MIR2115",1.09
"MIR2116",1.35
"MIR2117",1.45
"MIR212",1.5
"MIR214",0.92
"MIR215",1.66
"MIR216A",0.89
"MIR216B",2.43
"MIR217",0.79
"MIR217HG",1.09
"MIR218-1",1
"MIR218-2",0.76
"MIR219A1",1.06
"MIR219A2",0.64
"MIR219B",0.64
"MIR22",0.85
"MIR221",1.47
"MIR222",1.4
"MIR223",1.4
"MIR224",1.07
"MIR2276",1.41
"MIR2277",1.76
"MIR2278",0.6
"MIR22HG",1.05
"MIR2355",0.75
"MIR2392",0.35
"MIR23A",1.8
"MIR23B",0.84
"MIR23C",1.25
"MIR24-1",0.59
"MIR24-2",1.58
"MIR2467",0.49
"MIR25",1.56
"MIR2681",1
"MIR2682",0.86
"MIR26A1",1.33
"MIR26A2",0.71
"MIR26B",1.46
"MIR27A",2.14
"MIR27B",2.27
"MIR28",1.34
"MIR2861",0.82
"MIR2909",1.84
"MIR296",1.6
"MIR297",0.67
"MIR298",1.11
"MIR299",0.55
"MIR29A",1.1
"MIR29B1",0.94
"MIR29B2",1.62
"MIR29C",0.74
"MIR300",2.28
"MIR301A",1.56
"MIR301B",1.13
"MIR302A",0.78
"MIR302B",1.48
"MIR302C",1.31
"MIR302D",1.26
"MIR302E",1.25
"MIR302F",0.62
"MIR3064",2.43
"MIR3065",0.59
"MIR3074",0.59
"MIR30A",0.77
"MIR30B",1.72
"MIR30C1",1.65
"MIR30C2",0.87
"MIR30D",1.28
"MIR30E",1.46
"MIR31",1.11
"MIR3115",1.33
"MIR3116-1",2.13
"MIR3116-2",2.19
"MIR3117",0.43
"MIR3118-1",1.27
"MIR3118-2",1.9
"MIR3119-1",1.23
"MIR3120",0.91
"MIR3121",1.02
"MIR3122",1.49
"MIR3123",0.64
"MIR3124",1.18
"MIR3125",0.85
"MIR3126",0.68
