"gene","top1cc_density"
"LOC283299",1.12
"LOC283332",1.29
"LOC283335",1.35
"LOC283352",1.2
"LOC283440",1.17
"LOC283575",1.34
"LOC283683",1.19
"LOC283710",1.1
"LOC283731",1.3
"LOC283856",1.12
"LOC283922",1.5
"LOC284009",1.13
"LOC284023",1.08
"LOC284080",1.31
"LOC284241",1.04
"LOC284344",1.21
"LOC284379",1.05
"LOC284395",1.23
"LOC284412",1.28
"LOC284454",1.68
"LOC284578",1.22
"LOC284581",1.31
"LOC284632",1.29
"LOC284788",1.17
"LOC284798",1.22
"LOC284865",1.13
"LOC284898",1.07
"LOC284930",1.16
"LOC284933",1.21
"LOC284950",1.18
"LOC285000",1.15
"LOC285043",1.13
"LOC285074",1.23
"LOC285095",1.19
"LOC285484",1.16
"LOC285593",1.32
"LOC285626",1.18
"LOC285696",1.25
"LOC285762",1.18
"LOC285766",1.18
"LOC285804",1.14
"LOC285819",1.22
"LOC285847",1.24
"LOC285889",1.18
"LOC286059",1.14
"LOC286083",1.17
"LOC286177",1.2
"LOC286178",1.2
"LOC286297",1.34
"LOC286359",1.1
"LOC286437",1.12
"LOC338694",1.27
"LOC338797",1.21
"LOC338963",1.25
"LOC339059",1.68
"LOC339166",1.14
"LOC339260",1.22
"LOC339298",1.05
"LOC339529",1.18
"LOC339539",1.21
"LOC339593",1.16
"LOC339666",1.22
"LOC339685",1.17
"LOC339803",1.15
"LOC339807",1.17
"LOC339862",1.2
"LOC339874",1.21
"LOC339975",1.1
"LOC339978",1.08
"LOC340017",1.2
"LOC340090",1.18
"LOC340107",1.21
"LOC340357",1.1
"LOC340512",1.2
"LOC340581",1.18
"LOC341056",1.25
"LOC343052",1.26
"LOC344967",1.11
"LOC349160",1.11
"LOC374443",1.14
"LOC375196",1.2
"LOC387810",1.13
"LOC388242",1.79
"LOC388282",1.15
"LOC388436",1.57
"LOC388692",1.7
"LOC388780",1.16
"LOC388813",1.15
"LOC389199",1.14
"LOC389247",1.07
"LOC389273",1.23
"LOC389332",1.26
"LOC389602",1.19
"LOC389641",1.2
"LOC389705",1.11
"LOC389765",1.23
"LOC389895",1.26
"LOC389906",1.1
"LOC390705",1.8
"LOC390877",1.18
"LOC391322",1.36
"LOC392196",1.31
"LOC392232",1.15
"LOC392364",1.15
"LOC392452",1.11
"LOC399715",1.22
"LOC399815",1.1
"LOC399886",1.13
"LOC400002",1.1
"LOC400043",1.17
"LOC400464",1.18
"LOC400541",1.62
"LOC400553",1.73
"LOC400655",1.04
"LOC400682",1.1
"LOC400684",1.28
"LOC400706",1.16
"LOC400710",1.2
"LOC400794",1.16
"LOC400867",1.26
"LOC400927",1.26
"LOC400927-CSNK1E",1.25
"LOC400940",1.3
"LOC400958",1.24
"LOC401052",1.59
"LOC401127",1.31
"LOC401134",1.07
"LOC401261",1.34
"LOC401286",1.07
"LOC401312",1.16
"LOC401320",1.27
"LOC401324",1.19
"LOC401357",1.21
"LOC401442",1
"LOC401463",1.28
"LOC401554",1.33
"LOC401557",1.2
"LOC401585",1.2
"LOC403312",1.07
"LOC403323",1.26
"LOC407835",1.08
"LOC414300",1.19
"LOC439933",1.12
"LOC440028",1.15
"LOC440040",1.17
"LOC440117",1.09
"LOC440173",1.21
"LOC440300",1.63
"LOC440311",1.25
"LOC440434",1.33
"LOC440461",1.2
"LOC440600",1.3
"LOC440700",1.2
"LOC440896",1.29
"LOC440910",1.31
"LOC440934",1.17
"LOC440982",1.2
"LOC441025",1.27
"LOC441052",1.15
"LOC441081",1.66
"LOC441086",1.13
"LOC441155",1.25
"LOC441178",1.05
"LOC441204",1.17
"LOC441242",1.31
"LOC441454",1.22
"LOC441455",1.2
"LOC441601",1.17
"LOC441666",1.13
"LOC442028",1.16
"LOC442132",1.18
"LOC442497",1.35
"LOC494127",1.32
"LOC494141",1.31
"LOC51145",1.2
"LOC541472",1.4
"LOC541473",1.28
"LOC550113",1.06
"LOC553103",1.18
"LOC554206",1.36
"LOC554223",1.19
"LOC554249",1.42
"LOC574538",1.21
"LOC606724",3.12
"LOC613266",1.16
"LOC641367",1.2
"LOC641746",1.33
"LOC642361",1.38
"LOC642366",1.2
"LOC642423",1.02
"LOC642426",1.02
"LOC642846",1.27
"LOC642852",1.36
"LOC642929",1.24
"LOC642943",1.25
"LOC643072",1.29
"LOC643201",1.28
"LOC643339",1.2
"LOC643387",1.21
"LOC643406",1.1
"LOC643441",1.13
"LOC643542",1.04
"LOC643623",1.19
"LOC643711",1.21
"LOC643733",1.1
"LOC643770",1.26
"LOC643802",1.09
"LOC643923",1.08
"LOC644145",1.1
"LOC644189",1.19
"LOC644285",1.14
"LOC644554",1.24
"LOC644656",1.09
"LOC644669",1.13
"LOC644762",1.23
"LOC644794",1.06
"LOC644919",1.17
"LOC644936",0.97
"LOC645166",1.61
"LOC645177",1.13
"LOC645188",1.19
"LOC645485",1.13
"LOC645513",1.14
"LOC645752",1.27
"LOC645967",1.08
"LOC646029",1.24
"LOC646214",1.28
"LOC646241",1.17
"LOC646471",1.33
"LOC646522",1.12
"LOC646548",1.2
"LOC646626",1.21
"LOC646730",1.22
"LOC646736",1.13
"LOC646743",1.31
"LOC646762",1.16
"LOC646813",1.21
"LOC646903",1.21
"LOC646938",1.29
"LOC647859",1.21
"LOC648987",1.14
"LOC649133",1.11
"LOC649352",1.06
"LOC650226",1.14
"LOC652276",1.35
"LOC653160",1.41
"LOC653653",1.33
"LOC653712",1.14
"LOC653786",1.44
"LOC654342",1.4
"LOC654841",1.2
"LOC727751",1.41
"LOC727896",1.21
"LOC727924",1.23
"LOC727993",1.14
"LOC728024",1.33
"LOC728040",1.2
"LOC728084",1.17
"LOC728095",1.2
"LOC728175",1.12
"LOC728392",1.08
"LOC728485",1.22
"LOC728554",1.24
"LOC728613",1.27
"LOC728673",1.31
"LOC728715",1.15
"LOC728730",1.19
"LOC728739",1.57
"LOC728743",1.3
"LOC728752",1.1
"LOC728989",1.32
"LOC729080",1.08
"LOC729159",1.17
"LOC729218",1.26
"LOC729224",1.2
"LOC729296",1.3
"LOC729307",1.08
"LOC729506",1.12
"LOC729603",1.14
"LOC729609",1.18
"LOC729652",1.24
"LOC729683",1.42
"LOC729732",1.23
"LOC729737",1.64
"LOC729739",0.91
"LOC729815",1.31
"LOC729867",1.24
"LOC729870",1.25
"LOC729930",0.73
"LOC729966",1.31
"LOC729970",1.14
"LOC730098",1.09
"LOC730100",1.11
"LOC730101",1.12
"LOC730102",1.19
"LOC730159",0.98
"LOC730183",0.83
"LOC730202",1.46
"LOC730338",1.18
"LOC730668",1.2
"LOC731157",1.42
"LOC81691",1.2
"LOC90246",1.19
"LOC90768",1.01
"LOC90784",1.3
"LOC91450",1.55
"LOC93429",1.34
"LOC93463",1.28
"LOC93622",1.15
"LOH12CR2",1.1
"LONP1",1.23
"LONP2",1.12
"LONRF1",1.11
"LONRF2",1.18
"LONRF3",1.21
"LOR",1.28
"LOX",1.05
"LOXHD1",1.13
"LOXL1",1.32
"LOXL1-AS1",1.24
"LOXL2",1.16
"LOXL3",1.15
"LOXL4",1.24
"LPA",1.26
"LPAL2",1.08
"LPAR1",1.19
"LPAR2",1.35
"LPAR3",1.15
"LPAR4",1.02
"LPAR5",1.1
"LPAR6",1.1
"LPCAT1",1.24
"LPCAT2",1.11
"LPCAT3",1.21
"LPCAT4",1.16
"LPGAT1",1.12
"LPIN1",1.26
"LPIN2",1.2
"LPIN3",1.49
"LPL",1.11
"LPO",1.25
"LPP",1.22
"LPP-AS1",1.1
"LPP-AS2",1.37
"LPXN",1.13
"LRAT",1.1
"LRBA",1.13
"LRCH1",1.3
"LRCH2",1.12
"LRCH3",1.29
"LRCH4",1.3
"LRCOL1",1.32
"LRFN1",1.29
"LRFN2",1.17
"LRFN3",1.2
"LRFN4",1.46
"LRFN5",1.17
"LRG1",1.19
"LRGUK",1.14
"LRIF1",1.2
"LRIG1",1.21
"LRIG2",1.16
"LRIG3",1.2
"LRIT1",1.19
"LRIT2",1.21
"LRIT3",1.11
"LRMP",1.17
"LRP1",1.22
"LRP1-AS",1.2
"LRP10",1.33
"LRP11",1.24
"LRP12",1.17
"LRP1B",1.1
"LRP2",1.19
"LRP2BP",1.12
"LRP3",1.2
"LRP4",1.33
"LRP4-AS1",1.34
"LRP5",1.34
"LRP5L",1.22
"LRP6",1.15
"LRP8",1.22
"LRPAP1",1.2
"LRPPRC",1.18
"LRR1",1.33
"LRRC1",1.17
"LRRC10",1.31
"LRRC10B",1.08
"LRRC14",1.25
"LRRC14B",1.31
"LRRC15",1.36
"LRRC17",1.21
"LRRC18",1.29
"LRRC19",1.05
"LRRC2",1.18
"LRRC2-AS1",1.25
"LRRC20",1.2
"LRRC23",1.2
"LRRC24",1.27
"LRRC25",1.3
"LRRC26",1.09
"LRRC27",1.16
"LRRC28",1.2
"LRRC29",1.23
"LRRC3",1.17
"LRRC3-AS1",1.23
"LRRC30",1.21
"LRRC31",1.34
"LRRC32",1.4
"LRRC34",1.28
"LRRC36",1.22
"LRRC37A",1.13
"LRRC37A11P",1.1
"LRRC37A2",1.14
"LRRC37A3",1.24
"LRRC37A4P",1.39
"LRRC37A5P",1.19
"LRRC37A6P",1.11
"LRRC37A8P",1.13
"LRRC37B",1.14
"LRRC38",1.12
"LRRC39",1.08
"LRRC3B",1.17
"LRRC3C",1.11
"LRRC4",1.15
"LRRC40",1.11
"LRRC41",1.23
"LRRC42",1.2
"LRRC43",1.24
"LRRC45",1.22
"LRRC46",1.3
"LRRC47",1.15
"LRRC49",1.19
"LRRC4B",1.24
"LRRC4C",1.11
"LRRC52",1.16
"LRRC55",1.11
"LRRC56",1.14
"LRRC57",1.2
"LRRC58",1.21
"LRRC59",1.18
"LRRC6",1.14
"LRRC61",1.22
"LRRC63",1.17
"LRRC66",1.05
"LRRC69",1.16
"LRRC7",1.12
"LRRC70",1.07
"LRRC71",1.28
"LRRC72",1.14
"LRRC73",1.48
"LRRC74A",1.25
"LRRC74B",1.07
"LRRC75A",1.3
"LRRC75A-AS1",1.29
"LRRC75B",1.24
"LRRC8A",1.27
"LRRC8B",1.11
"LRRC8C",1.1
"LRRC8D",1.15
"LRRC8E",1.16
"LRRC9",1.19
"LRRCC1",1.13
"LRRD1",1.21
"LRRFIP1",1.3
"LRRFIP2",1.16
"LRRIQ1",1.15
"LRRIQ3",1.11
"LRRIQ4",1.34
"LRRK1",1.23
"LRRK2",1.15
"LRRN1",1.2
"LRRN2",1.32
"LRRN3",1.16
"LRRN4",1.13
"LRRN4CL",1.15
"LRRTM1",1.28
"LRRTM2",1.23
"LRRTM3",1.13
"LRRTM4",1.11
"LRSAM1",1.28
"LRTM1",1.12
"LRTM2",1.18
"LRTOMT",1.3
"LRWD1",1.44
"LSAMP",1.16
"LSAMP-AS1",1.47
"LSG1",1.32
"LSM1",1.16
"LSM10",1.25
"LSM11",1.18
"LSM12",1.18
"LSM14A",1.22
"LSM14B",1.2
"LSM2",1.11
"LSM3",1.29
"LSM4",1.18
"LSM5",1.29
"LSM6",1.18
"LSM7",1.2
"LSM8",1.16
"LSMEM1",1.26
"LSMEM2",1.27
"LSP1",1.15
"LSP1P3",1.3
"LSR",1.35
"LSS",1.4
"LST1",1.11
"LTA",1.09
"LTA4H",1.25
"LTB",1.4
"LTB4R",1.28
"LTB4R2",1.17
"LTBP1",1.22
"LTBP2",1.24
"LTBP3",1.38
"LTBP4",1.27
"LTBR",1.29
"LTC4S",1.44
"LTF",1.22
"LTK",1.17
"LTN1",1.15
"LTV1",1.16
"LUADT1",1.14
"LUC7L",1.35
"LUC7L2",1.17
"LUC7L3",1.15
"LUCAT1",1.21
"LUM",1.12
"LUNAR1",1.31
"LURAP1",1.2
"LURAP1L",1.11
"LURAP1L-AS1",1.11
"LUZP1",1.19
"LUZP2",1.12
"LUZP4",1.12
"LUZP6",1.13
"LVCAT1",1.02
"LVCAT5",1.1
"LVCAT8",1.14
"LVRN",1.14
"LXN",1.12
"LY6D",1.21
"LY6E",1.32
"LY6G5B",1.29
"LY6G5C",1.08
"LY6G6C",1.23
"LY6G6D",1.19
"LY6G6E",1.25
"LY6G6F",1.13
"LY6H",1.43
"LY6K",1.35
"LY75",1.15
"LY75-CD302",1.17
"LY86",1.19
"LY86-AS1",1.15
"LY9",1.19
"LY96",1.16
"LYAR",1.15
"LYG1",1.2
"LYG2",1.19
"LYL1",1.26
"LYN",1.19
"LYNX1",1.22
"LYPD1",1.19
"LYPD2",1.24
"LYPD3",1.31
"LYPD4",1.15
"LYPD5",1.18
"LYPD6",1.18
"LYPD6B",1.17
"LYPD8",1.14
"LYPLA1",1.17
"LYPLA2",1.32
"LYPLA2P2",1.13
"LYPLAL1",1.25
"LYPLAL1-AS1",1.2
"LYRM1",1.25
"LYRM2",1.21
"LYRM4",1.14
"LYRM4-AS1",1.15
"LYRM7",1.14
"LYRM9",1.21
"LYSMD1",1.34
"LYSMD2",1.4
"LYSMD3",1.14
"LYSMD4",1.28
"LYST",1.13
"LYVE1",1.09
"LYZ",1.26
"LYZL1",1.19
"LYZL2",1.25
"LYZL4",1.15
"LYZL6",1.15
"LZIC",1.16
"LZTFL1",1.18
"LZTR1",1.12
"LZTS1",1.1
"LZTS1-AS1",1.11
"LZTS2",1.42
"LZTS3",1.15
"M1AP",1.15
"M6PR",1.19
"MAATS1",1.17
"MAB21L1",1.19
"MAB21L2",1.2
"MAB21L3",1.22
"MACC1",1.14
"MACC1-AS1",1.07
"MACF1",1.2
"MACROD1",1.31
"MACROD2",1.12
"MACROD2-AS1",1.04
"MACROD2-IT1",1.1
"MAD1L1",1.27
"MAD2L1",1.13
"MAD2L1BP",1.27
"MAD2L2",1.16
"MADCAM1",1.06
"MADD",1.27
"MAEA",1.14
"MAEL",1.2
"MAF",1.36
"MAF1",1.2
"MAFA",1.14
"MAFA-AS1",0.97
"MAFB",1.4
"MAFF",1.43
"MAFG",1.17
"MAFG-AS1",1.28
"MAFK",1.53
"MAFTRR",1.24
"MAG",1.22
"MAGEA1",1.09
"MAGEA10",1.04
"MAGEA10-MAGEA5",1.06
"MAGEA11",1.12
"MAGEA12",1.24
"MAGEA2",1.23
"MAGEA3",1.21
"MAGEA4",1.11
"MAGEA5",1.04
"MAGEA6",1.15
"MAGEA8",1.14
"MAGEA8-AS1",1.12
"MAGEA9",1.47
"MAGEA9B",1.47
"MAGEB1",1.08
"MAGEB10",1.06
"MAGEB16",1.09
"MAGEB17",1.12
"MAGEB18",1.11
"MAGEB2",1.17
"MAGEB3",1.12
"MAGEB4",1.13
"MAGEB5",1.1
"MAGEB6",1.19
"MAGEC1",1.11
"MAGEC2",1.08
"MAGEC3",1.17
"MAGED1",1.12
"MAGED2",1.12
"MAGED4",1.12
"MAGEE1",1.11
"MAGEE2",1.14
"MAGEF1",1.58
"MAGEH1",1.12
"MAGEL2",1.24
"MAGI1",1.17
"MAGI1-AS1",1.2
"MAGI1-IT1",1.17
"MAGI2",1.15
"MAGI2-AS2",1.15
"MAGI2-AS3",1.19
"MAGI3",1.27
"MAGIX",1.13
"MAGOH",1.22
"MAGOH2P",0.91
"MAGOHB",1.14
"MAGT1",1.1
"MAIP1",1.13
"MAJIN",1.18
"MAK",1.21
"MAK16",1.21
"MAL",1.23
"MAL2",1.24
"MALAT1",2.35
"MALL",1.28
"MALRD1",1.18
"MALSU1",1.03
"MALT1",1.06
"MAMDC2",1.12
"MAMDC2-AS1",1.1
"MAMDC4",1.22
"MAML1",1.33
"MAML2",1.1
"MAML3",1.16
"MAMLD1",1.12
"MAMSTR",1.26
"MAN1A1",1.15
"MAN1A2",1.25
"MAN1B1",1.19
"MAN1B1-AS1",1.32
"MAN1C1",1.18
"MAN2A1",1.14
"MAN2A2",1.28
"MAN2B1",1.28
"MAN2B2",1.15
"MAN2C1",1.37
"MANBA",1.18
"MANBAL",1.23
"MANEA",1.09
"MANEA-AS1",1.13
"MANEAL",1.26
"MANF",1.18
"MANSC1",1.22
"MANSC4",1.16
"MAOA",1.11
"MAOB",1.09
"MAP10",1.19
"MAP1A",1.08
"MAP1B",1.18
"MAP1LC3A",1.18
"MAP1LC3B",1.49
"MAP1LC3B2",1.15
"MAP1LC3C",1.19
"MAP1S",1.13
"MAP2",1.13
"MAP2K1",1.3
"MAP2K2",1.21
"MAP2K3",1.29
"MAP2K4",1.15
"MAP2K4P1",1.1
"MAP2K5",1.2
"MAP2K6",1.15
"MAP2K7",1.16
"MAP3K1",1.17
"MAP3K10",1.2
"MAP3K11",1.31
"MAP3K12",1.42
"MAP3K13",1.22
"MAP3K14",1.16
"MAP3K14-AS1",1.16
"MAP3K15",1.12
"MAP3K19",1.18
"MAP3K2",1.16
"MAP3K20-AS1",1.14
"MAP3K21",1.14
"MAP3K3",1.28
"MAP3K4",1.11
"MAP3K5",1.17
"MAP3K6",1.23
"MAP3K7",1.16
"MAP3K7CL",1.17
"MAP3K8",1.24
"MAP3K9",1.25
"MAP4",1.21
"MAP4K1",1.19
"MAP4K2",1.28
"MAP4K3",1.17
"MAP4K4",1.18
"MAP4K5",1.19
"MAP6",1.27
"MAP6D1",1.3
"MAP7",1.17
"MAP7D1",1.22
"MAP7D2",1.12
"MAP7D3",1.18
"MAP9",1.15
"MAPK1",1.14
"MAPK10",1.14
"MAPK11",1.32
"MAPK12",1.27
"MAPK13",1.27
"MAPK14",1.25
"MAPK15",1.27
"MAPK1IP1L",1.38
"MAPK3",1.3
"MAPK4",1.07
"MAPK6",1.4
"MAPK7",1.28
"MAPK8",1.14
"MAPK8IP1",1.32
"MAPK8IP1P2",1.18
"MAPK8IP2",1.24
"MAPK8IP3",1.22
"MAPK9",1.26
"MAPKAP1",1.15
"MAPKAPK2",1.45
"MAPKAPK3",1.15
"MAPKAPK5",1.21
"MAPKAPK5-AS1",1.3
"MAPKBP1",1.18
"MAPRE1",1.21
"MAPRE2",1.14
"MAPRE3",1.2
"MAPT",1.13
"MAPT-AS1",1.13
"MAPT-IT1",1.08
"MARCKS",1.09
"MARCKSL1",1.44
"MARCO",1.16
"MARK1",1.13
"MARK2",1.33
"MARK2P9",1.39
"MARK3",1.26
"MARK4",1.23
"MARS",1.21
"MARS2",1.16
"MARVELD1",1.18
"MARVELD2",1.16
"MARVELD3",1.49
"MAS1",1.1
"MAS1L",1.16
"MASCRNA",3.33
"MASP1",1.25
"MASP2",1.16
"MAST1",1.28
"MAST2",1.2
"MAST3",1.25
"MAST4",1.17
"MAST4-AS1",1.38
"MASTL",1.28
"MAT1A",1.18
"MAT2A",1.24
"MAT2B",1.13
"MATK",1.15
"MATN1",1.15
"MATN1-AS1",1.17
"MATN2",1.21
"MATN3",1.28
"MATN4",1.23
"MATR3",1.27
"MAU2",1.29
"MAVS",1.3
"MAX",1.3
"MAZ",1.29
"MB",1.23
"MB21D1",1.18
"MB21D2",1.3
"MBD1",1.05
"MBD2",1.06
"MBD3",1.22
"MBD3L1",1.19
"MBD3L2",1.3
"MBD3L3",1.51
"MBD3L4",1.48
"MBD3L5",1.34
"MBD4",1.2
"MBD5",1.15
"MBD6",1.28
"MBIP",1.25
"MBL1P",1.2
"MBL2",1.09
"MBLAC1",1.09
"MBLAC2",1.14
"MBNL1",1.22
"MBNL1-AS1",1.26
"MBNL2",1.13
"MBNL3",1.13
"MBOAT1",1.24
"MBOAT2",1.2
"MBOAT4",1.17
"MBOAT7",1.1
"MBP",1.08
"MBTD1",1.13
"MBTPS1",1.44
"MBTPS2",1.11
"MC1R",1.62
"MC2R",1.19
"MC3R",1.29
"MC4R",0.98
"MC5R",1.25
"MCAM",1.29
"MCAT",1.26
"MCC",1.17
"MCCC1",1.22
"MCCC2",1.21
"MCCD1",1.13
"MCEE",1.17
"MCEMP1",1.14
"MCF2",1.12
"MCF2L",1.17
"MCF2L-AS1",1.06
"MCF2L2",1.23
"MCFD2",1.2
"MCHR1",1.18
"MCHR2",1.14
"MCHR2-AS1",1.15
"MCIDAS",1.23
"MCL1",2.04
"MCM10",1.29
"MCM2",1.35
"MCM3",1.16
"MCM3AP",1.4
"MCM3AP-AS1",1.36
"MCM4",1.22
"MCM5",1.31
"MCM6",1.19
"MCM7",1.45
"MCM8",1.16
"MCM8-AS1",1.12
"MCM9",1.18
"MCMBP",1.17
"MCMDC2",1.14
"MCOLN1",1.23
"MCOLN2",1.18
"MCOLN3",1.14
"MCPH1",1.12
"MCPH1-AS1",1.12
"MCRIP1",1.25
"MCRIP2",1.32
"MCRS1",1.29
"MCTP1",1.12
"MCTP2",1.19
"MCTS1",1.15
"MCU",1.16
"MCUB",1.16
"MCUR1",1.15
"MDC1",1.13
"MDC1-AS1",1.15
"MDFI",1.19
"MDFIC",1.13
"MDGA1",1.2
"MDGA2",1.15
"MDH1",1.14
"MDH1B",1.09
"MDH2",1.27
"MDK",1.58
"MDM1",1.17
"MDM2",1.32
"MDM4",1.36
"MDN1",1.19
"MDP1",0.93
"MDS2",1.24
"ME1",1.15
"ME2",1.06
"ME3",1.25
"MEA1",1.13
"MEAF6",1.17
"MEAT6",1.08
"MECOM",1.28
"MECP2",1.15
"MECR",1.17
"MED1",1.14
"MED10",1.29
"MED11",1.11
"MED12",1.11
"MED12L",1.24
"MED13",1.33
"MED13L",1.2
"MED14",1.13
"MED14OS",1.29
"MED15",1.15
"MED15P9",1.21
"MED16",1.13
"MED17",1.15
"MED18",1.24
"MED19",1.12
"MED20",1.21
"MED21",1.11
"MED22",1.24
"MED23",1.13
"MED24",1.18
"MED25",1.31
"MED26",1.26
"MED27",1.19
"MED28",1.14
"MED29",1.17
"MED30",1.11
"MED31",1.18
"MED4",1.1
"MED4-AS1",1.08
"MED6",1.23
"MED7",1.1
"MED8",1.22
"MED9",1.23
"MEDAG",1.16
"MEF2A",1.19
"MEF2B",1.23
"MEF2C",1.12
"MEF2C-AS1",1.12
"MEF2D",1.31
"MEFV",1.19
"MEG3",1.24
"MEG8",1.25
"MEG9",1.19
"MEGF10",1.16
"MEGF11",1.25
"MEGF6",1.18
"MEGF8",1.2
"MEGF9",1.14
"MEI1",1.22
"MEI4",1.14
"MEIG1",1.29
"MEIKIN",1.16
"MEIOB",1.21
"MEIOC",1.15
"MEIS1",1.15
"MEIS1-AS2",1.1
"MEIS1-AS3",1.12
"MEIS2",1.09
"MEIS3",1.22
"MEIS3P1",1.28
"MELK",1.15
"MELTF",1.32
"MELTF-AS1",1.27
"MEMO1",1.2
"MEN1",1.31
"MEOX1",1.16
"MEOX2",1.08
"MEOX2-AS1",1.11
"MEP1A",1.12
"MEP1B",1.14
"MEPCE",1.41
"MEPE",1.23
"MERTK",1.19
"MESDC1",1.38
"MESDC2",1.3
"MESP1",1.27
"MESP2",1.11
"MEST",1.21
"MESTIT1",1.3
"MET",1.18
"METAP1",1.19
"METAP1D",1.16
"METAP2",1.21
"METRN",1.18
"METRNL",1.29
"METTL1",1.16
"METTL10",1.16
"METTL11B",1.24
"METTL12",1.82
"METTL13",1.37
"METTL14",1.19
"METTL15",1.13
"METTL16",1.13
"METTL17",1.17
"METTL18",1.29
"METTL21A",1.24
"METTL21B",1.3
"METTL21C",1.12
"METTL21EP",1.1
"METTL22",1.25
"METTL23",1.51
"METTL24",1.17
"METTL25",1.17
"METTL26",1.24
"METTL2A",1.37
"METTL2B",1.22
"METTL3",1.31
"METTL4",1.16
"METTL5",1.24
"METTL6",1.3
"METTL7A",1.22
"METTL7B",1.19
"METTL8",1.16
"METTL9",1.28
"MEX3A",1.32
"MEX3B",1.08
"MEX3C",1.07
"MEX3D",1.14
"MFAP1",1.07
"MFAP2",1.12
"MFAP3",1.14
"MFAP3L",1.2
"MFAP4",1.24
"MFAP5",1.2
"MFF",1.27
"MFGE8",1.25
"MFHAS1",1.14
"MFN1",1.22
"MFN2",1.2
"MFNG",1.21
"MFSD1",1.19
"MFSD10",1.19
"MFSD11",1.21
"MFSD12",1.25
"MFSD13A",1.18
"MFSD13B",1.17
"MFSD14A",1.15
"MFSD14B",1.2
"MFSD14C",1.22
"MFSD2A",1.24
"MFSD2B",1.25
"MFSD3",1.21
"MFSD4A",1.39
"MFSD4B",1.23
"MFSD5",1.38
"MFSD6",1.16
"MFSD6L",1.19
"MFSD7",1.1
"MFSD8",1.15
"MFSD9",1.16
"MGA",1.17
"MGAM",1.13
"MGAM2",1.14
"MGARP",1.13
"MGAT1",1.23
"MGAT2",1.36
"MGAT3",1.22
"MGAT3-AS1",1.05
"MGAT4A",1.19
"MGAT4B",1.37
"MGAT4C",1.12
"MGAT4D",1.12
"MGAT4EP",1.43
"MGAT5",1.18
"MGAT5B",1.21
"MGC12916",1.11
"MGC15885",1.21
"MGC16025",1.19
"MGC16275",1.59
"MGC27345",1.22
"MGC27382",1.12
"MGC2889",1.09
"MGC32805",1.15
"MGC34796",1.06
"MGC72080",1.33
"MGEA5",1.23
"MGLL",1.24
"MGME1",1.28
"MGMT",1.22
"MGP",1.18
"MGRN1",1.25
"MGST1",1.19
"MGST2",1.2
"MGST3",1.15
"MHRT",1.38
"MIA",1.15
"MIA-RAB4B",1.2
"MIA2",1.24
"MIA3",1.14
"MIAT",1.22
"MIATNB",1.2
"MIB1",1.17
"MIB2",1.16
"MICA",1.19
"MICAL1",1.32
"MICAL2",1.23
"MICAL3",1.17
"MICALCL",1.17
"MICALL1",1.26
"MICALL2",1.33
"MICB",1.07
"MICU1",1.19
"MICU2",1.2
"MICU3",1.08
"MID1",1.11
"MID1IP1",1.25
"MID1IP1-AS1",1.22
"MID2",1.14
"MIDN",1.45
"MIEF1",1.23
"MIEF2",1.25
"MIEN1",1.26
"MIER1",1.14
"MIER2",1.18
"MIER3",1.17
"MIF",1.13
"MIF-AS1",1.38
"MIF4GD",1.27
"MIGA1",1.16
"MIGA2",1.24
"MIIP",1.21
"MILR1",1.21
"MIMT1",1.11
"MINCR",1.42
"MINK1",1.13
"MINOS1",1.28
"MINOS1-NBL1",1.28
"MINOS1P1",1.26
"MINPP1",1.15
"MIOS",1.18
"MIOX",1.38
"MIP",1.17
"MIPEP",1.17
"MIPEPP3",1.23
"MIPOL1",1.18
"MIR1-1",1.18
"MIR1-1HG",1.21
"MIR1-2",1
"MIR100",1.16
"MIR100HG",1.09
"MIR101-1",1.05
"MIR101-2",1
"MIR103A1",1.14
"MIR103A2",1.52
"MIR103B1",1.13
"MIR103B2",1.5
"MIR105-1",1.05
"MIR105-2",1.55
"MIR106A",1.13
"MIR106B",2.52
"MIR107",1.08
"MIR10A",1.12
"MIR10B",1.01
"MIR1178",2.34
"MIR1179",1.39
"MIR1180",1.34
"MIR1181",1.51
"MIR1182",0.77
"MIR1183",1.39
"MIR1184-1",1.53
"MIR1185-1",1.39
"MIR1185-2",1.07
"MIR1193",1.23
"MIR1197",1.16
"MIR1199",0.59
"MIR1200",0.6
"MIR1202",1.98
"MIR1203",1.01
"MIR1204",0.88
"MIR1205",1.96
"MIR1206",2.48
"MIR1207",1.23
"MIR1208",1.5
"MIR122",1.37
"MIR1224",0.94
"MIR1225",1.5
"MIR1226",2.31
"MIR1227",1.43
"MIR1228",1.39
"MIR1229",1.78
"MIR1231",1.33
"MIR1233-1",1.03
"MIR1234",1.39
"MIR1236",1.32
"MIR1237",1.35
"MIR1238",1.09
"MIR124-1",1.13
"MIR124-2",1.2
"MIR124-2HG",1.14
"MIR124-3",0.68
"MIR1243",1
"MIR1244-1",0.93
"MIR1245A",0.54
"MIR1245B",0.55
"MIR1246",1.49
"MIR1247",0.52
"MIR1248",1.96
"MIR1249",1.23
"MIR1250",1.51
"MIR1251",0.8
"MIR1252",0.8
"MIR1253",0.75
"MIR1254-1",1.2
"MIR1254-2",1.23
"MIR1255A",1.39
"MIR1255B1",1.08
"MIR1255B2",0.2
"MIR1256",1.32
"MIR1257",1.16
"MIR1258",1.01
"MIR125A",0.78
