"gene","dsb_density"
"MIR4648",0
"MIR4649",0
"MIR4653",0
"MIR4656",355.01
"MIR4657",0
"MIR4658",835.085
"MIR4662A",396.775
"MIR4662B",665.105
"MIR4664",765.495
"MIR4666A",0
"MIR4667",0
"MIR4669",0
"MIR4672",0
"MIR4674",0
"MIR4677",0
"MIR4678",0
"MIR4680",411.31
"MIR4683",0
"MIR4687",680.44
"MIR4688",328.07
"MIR4690",451.765
"MIR4691",320.44
"MIR4694",0
"MIR4697HG",77.455
"MIR4700",719.485
"MIR4707",0
"MIR4708",411.31
"MIR4709",369.6
"MIR4711",0
"MIR4712",0
"MIR4713",355.01
"MIR4714",353.305
"MIR4715",0
"MIR4716",0
"MIR4717",0
"MIR4720",357.895
"MIR4721",299.785
"MIR4722",1355.3
"MIR4723",0
"MIR4724",0
"MIR4725",0
"MIR4727",481.8
"MIR4732",0
"MIR4734",0
"MIR4737",658.065
"MIR4738",0
"MIR4740",0
"MIR4741",0
"MIR4748",332.02
"MIR4750",0
"MIR4751",367.435
"MIR4753",0
"MIR4754",299.785
"MIR4756",0
"MIR4757",0
"MIR4760",333.095
"MIR4762",0
"MIR4763",0
"MIR4764",0
"MIR4765",0
"MIR4766",0
"MIR4769",0
"MIR4770",0
"MIR4773-1",0
"MIR4779",0
"MIR4783",0
"MIR4784",0
"MIR4788",0
"MIR4789",0
"MIR4790",0
"MIR4791",0
"MIR4792",0
"MIR4794",362.6
"MIR4795",0
"MIR4797",757.48
"MIR4800",0
"MIR4804",0
"MIR485",0
"MIR487B",0
"MIR490",0
"MIR492",0
"MIR493",299.785
"MIR496",0
"MIR497",243.875
"MIR497HG",56.69
"MIR4999",0
"MIR499A",0
"MIR499B",0
"MIR5000",0
"MIR5001",0
"MIR5002",0
"MIR5006",0
"MIR5008",0
"MIR501",0
"MIR503HG",91.89
"MIR5047",272.85
"MIR506",0
"MIR5087",357.895
"MIR5088",0
"MIR5089",0
"MIR5090",313.73
"MIR5091",293.17
"MIR5092",0
"MIR5093",0
"MIR5094",0
"MIR5096",36.525
"MIR5100",0
"MIR511",0
"MIR513A1",0
"MIR514A1",0
"MIR515-1",0
"MIR516A1",0
"MIR516B1",0
"MIR516B2",0
"MIR5187",0
"MIR5188",0
"MIR518A2",0
"MIR518B",328.07
"MIR518C",0
"MIR518D",0
"MIR5191",0
"MIR5193",0
"MIR5194",0
"MIR5196",0
"MIR5197",0
"MIR519A2",313.155
"MIR519D",0
"MIR519E",0
"MIR520E",0
"MIR520G",0
"MIR520H",309.64
"MIR521-1",0
"MIR525",0
"MIR527",0
"MIR539",0
"MIR541",0
"MIR542",0
"MIR544B",0
"MIR548AA1",275.315
"MIR548AA2",0
"MIR548AC",0
"MIR548AD",0
"MIR548AH",0
"MIR548AK",0
"MIR548AL",281.2
"MIR548AP",284.1
"MIR548AU",19.93
"MIR548AV",0
"MIR548B",0
"MIR548D2",0
"MIR548E",309.64
"MIR548F3",36.135
"MIR548G",306.195
"MIR548H1",0
"MIR548H2",309.64
"MIR548H3",0
"MIR548I2",0
"MIR548I3",0
"MIR548N",22.25
"MIR548O",0
"MIR548Q",0
"MIR548S",0
"MIR548V",0
"MIR548X2",267.135
"MIR548XHG",18.135
"MIR548Y",0
"MIR549A",278.15
"MIR550A1",0
"MIR550A2",0
"MIR550A3",0
"MIR551B",0
"MIR552",0
"MIR554",0
"MIR556",0
"MIR5571",236.675
"MIR5580",0
"MIR5581",0
"MIR5583-1",0
"MIR5583-2",0
"MIR5584",884.615
"MIR5586",0
"MIR5587",0
"MIR559",0
"MIR5591",0
"MIR561",0
"MIR563",337.26
"MIR564",0
"MIR568",0
"MIR5680",0
"MIR5684",408.8
"MIR5687",0
"MIR5689HG",19.435
"MIR569",834.455
"MIR5690",0
"MIR5692B",0
"MIR5692C2",0
"MIR5694",350.4
"MIR5696",0
"MIR5698",0
"MIR5699",0
"MIR570",0
"MIR5700",382.745
"MIR5701-1",0
"MIR5702",0
"MIR5703",0
"MIR5707",0
"MIR5739",666.19
"MIR574",0
"MIR575",290.08
"MIR576",0
"MIR578",0
"MIR5787",0
"MIR580",0
"MIR581",284.1
"MIR582",0
"MIR583",0
"MIR584",275.315
"MIR585",0
"MIR587",0
"MIR589",0
"MIR590",0
"MIR591",0
"MIR595",0
"MIR598",281.2
"MIR600",0
"MIR600HG",77.41
"MIR601",337.26
"MIR603",281.2
"MIR604",0
"MIR606",0
"MIR6069",0
"MIR607",0
"MIR6070",0
"MIR6073",0
"MIR6074",0
"MIR6075",0
"MIR6076",0
"MIR6077",0
"MIR608",0
"MIR6080",0
"MIR6081",281.2
"MIR6083",0
"MIR6084",0
"MIR6085",0
"MIR6087",0
"MIR6088",0
"MIR610",284.1
"MIR611",0
"MIR612",1352.815
"MIR6124",0
"MIR6125",284.1
"MIR6128",0
"MIR6129",250.525
"MIR613",0
"MIR614",0
"MIR615",0
"MIR616",281.05
"MIR6165",317.42
"MIR618",0
"MIR619",269.81
"MIR620",0
"MIR623",278.36
"MIR624",0
"MIR625",0
"MIR632",0
"MIR633",0
"MIR634",0
"MIR636",0
"MIR637",269.81
"MIR638",0
"MIR639",0
"MIR640",0
"MIR641",0
"MIR642A",0
"MIR642B",0
"MIR644A",284.01
"MIR646HG",34.865
"MIR648",284.01
"MIR6500",0
"MIR6501",2017.82
"MIR6503",0
"MIR6505",0
"MIR6508",0
"MIR6509",0
"MIR651",0
"MIR6511A1",0
"MIR6511B1",313.73
"MIR6511B2",374.735
"MIR6515",950.27
"MIR6516",0
"MIR652",0
"MIR654",0
"MIR655",0
"MIR656",341.53
"MIR657",272.535
"MIR659",0
"MIR663A",7261.665
"MIR663AHG",132.515
"MIR663B",475.135
"MIR664A",348.83
"MIR664B",0
"MIR668",0
"MIR670",0
"MIR670HG",24.615
"MIR671",3010.51
"MIR6715A",0
"MIR6715B",0
"MIR6717",0
"MIR6718",0
"MIR6719",0
"MIR6723",13669.89
"MIR6726",435.175
"MIR6727",417.54
"MIR6729",0
"MIR6730",0
"MIR6731",0
"MIR6732",1336.38
"MIR6733",435.175
"MIR6735",0
"MIR6737",0
"MIR6738",0
"MIR6740",0
"MIR6741",0
"MIR6742",0
"MIR6743",0
"MIR6745",856.67
"MIR6747",870.345
"MIR6748",374.735
"MIR6749",0
"MIR675",372.4
"MIR6750",355.01
"MIR6751",0
"MIR6752",0
"MIR6753",0
"MIR6754",0
"MIR6755",0
"MIR6756",0
"MIR6757",0
"MIR6758",861.18
"MIR676",0
"MIR6761",0
"MIR6762",0
"MIR6763",0
"MIR6764",0
"MIR6765",306.6
"MIR6766",377.505
"MIR6767",0
"MIR6768",0
"MIR6769A",0
"MIR6769B",0
"MIR6773",367.435
"MIR6774",0
"MIR6775",1156.32
"MIR6776",0
"MIR6777",0
"MIR6778",0
"MIR6780B",0
"MIR6782",0
"MIR6783",415.09
"MIR6784",0
"MIR6785",665.105
"MIR6786",0
"MIR6787",0
"MIR6788",402.7
"MIR6789",0
"MIR6791",396.775
"MIR6792",0
"MIR6793",0
"MIR6795",0
"MIR6796",0
"MIR6797",0
"MIR6798",0
"MIR6799",770.88
"MIR6804",0
"MIR6805",0
"MIR6807",296.32
"MIR6810",0
"MIR6813",0
"MIR6814",0
"MIR6815",1305.52
"MIR6816",0
"MIR6819",870.345
"MIR6820",0
"MIR6821",359.745
"MIR6827",0
"MIR6829",396.775
"MIR6831",0
"MIR6832",0
"MIR6834",0
"MIR6835",2119.83
"MIR6839",0
"MIR6840",0
"MIR6843",0
"MIR6844",0
"MIR6845",0
"MIR6846",0
"MIR6847",0
"MIR6848",0
"MIR6849",385.44
"MIR6851",0
"MIR6852",0
"MIR6854",385.44
"MIR6855",0
"MIR6858",0
"MIR6859-1",0
"MIR6860",402.7
"MIR6861",0
"MIR6864",0
"MIR6867",0
"MIR6868",0
"MIR6869",0
"MIR6870",0
"MIR6871",0
"MIR6875",755.005
"MIR6879",0
"MIR6882",402.7
"MIR6883",0
"MIR6884",0
"MIR6886",0
"MIR6889",0
"MIR7-2",0
"MIR7-3HG",31.42
"MIR708",303.155
"MIR7107",0
"MIR7109",0
"MIR7111",0
"MIR7112",0
"MIR7114",0
"MIR7152",0
"MIR7153",475.135
"MIR7155",0
"MIR7157",0
"MIR7162",385.44
"MIR744",278.36
"MIR7515",405.26
"MIR7515HG",174.585
"MIR758",0
"MIR759",0
"MIR762HG",50.96
"MIR764",0
"MIR765",0
"MIR766",240.9
"MIR767",0
"MIR770",0
"MIR7702",0
"MIR7703",0
"MIR7705",0
"MIR7706",0
"MIR7844",224.045
"MIR7847",0
"MIR7849",0
"MIR7850",0
"MIR7851",0
"MIR7852",0
"MIR7853",207.2
"MIR7854",0
"MIR7855",0
"MIR7973-1",0
"MIR7973-2",0
"MIR7976",0
"MIR7978",0
"MIR8056",325.07
"MIR8063",0
"MIR8069-1",0
"MIR8070",0
"MIR8071-1",0
"MIR8072",0
"MIR8073",0
"MIR8075",0
"MIR8078",634.84
"MIR8082",0
"MIR8083",0
"MIR8084",0
"MIR8086",0
"MIR8087",0
"MIR8485",0
"MIR875",0
"MIR885",0
"MIR887",0
"MIR889",0
"MIR890",0
"MIR891A",0
"MIR892B",0
"MIR892C",0
"MIR9-1",306.195
"MIR9-3HG",76.895
"MIR920",355.01
"MIR922",0
"MIR924HG",23.89
"MIR92A1",683.055
"MIR92B",0
"MIR933",0
"MIR934",0
"MIR937",0
"MIR938",328.07
"MIR939",0
"MIR940",290.08
"MIR941-1",0
"MIR941-2",1116.705
"MIR941-5",369.6
"MIR942",0
"MIR943",0
"MIR944",0
"MIR95",0
"MIR96",345.905
"MIR98",449.68
"MIR99AHG",28.4
"MIRLET7A1",680.44
"MIRLET7A2",0
"MIRLET7A3",0
"MIRLET7B",0
"MIRLET7BHG",77.975
"MIRLET7C",0
"MIRLET7D",313.155
"MIRLET7DHG",52.695
"MIRLET7E",681.73
"MIRLET7F1",0
"MIRLET7I",317.42
"MIS12",49.285
"MIS18A",40.11
"MIS18BP1",65.75
"MISP",59.635
"MISP3",39.67
"MITD1",32.5
"MITF",35.655
"MIXL1",31.885
"MKI67",112.08
"MKKS",43.57
"MKL1",49.42
"MKL2",40.475
"MKLN1",32.005
"MKLN1-AS",61.97
"MKNK1",36.13
"MKNK1-AS1",45.745
"MKNK2",98.645
"MKRN1",76.97
"MKRN2",95.19
"MKRN2OS",86.645
"MKRN3",39.765
"MKRN7P",33.025
"MKRN9P",14.77
"MKS1",62.66
"MKX",34.77
"MKX-AS1",32.905
"MLANA",15.905
"MLC1",58.34
"MLEC",103.98
"MLF1",31.65
"MLF2",69.565
"MLH1",48.345
"MLH3",103.59
"MLIP",23.155
"MLIP-IT1",16.605
"MLKL",74.29
"MLLT1",43.89
"MLLT10",59.34
"MLLT10P1",48.525
"MLLT11",172.86
"MLLT3",32.835
"MLLT6",49.59
"MLN",35.01
"MLNR",26.44
"MLPH",750.51
"MLST8",122.48
"MLX",53.25
"MLXIP",95.39
"MLXIPL",56.48
"MLYCD",103.92
"MMAA",24.915
"MMAB",64.59
"MMACHC",47.625
"MMADHC",39.02
"MMD",27.855
"MMD2",36.58
"MME",26.975
"MMEL1",20.525
"MMGT1",60.83
"MMP1",16.41
"MMP10",24.15
"MMP11",47.43
"MMP12",19.915
"MMP13",44.955
"MMP14",66.705
"MMP15",47.17
"MMP16",17.27
"MMP17",66.32
"MMP19",47.115
"MMP2",17.555
"MMP20",27.52
"MMP21",43.64
"MMP23A",72.335
"MMP23B",54.74
"MMP24",30.355
"MMP24-AS1",30.185
"MMP25",58.42
"MMP25-AS1",56.72
"MMP26",6.5
"MMP27",29.29
"MMP28",19.305
"MMP3",10.255
"MMP7",13.39
"MMP8",16.62
"MMP9",85.27
"MMRN1",17.76
"MMRN2",41.895
"MMS19",55.55
"MMS22L",30.815
"MN1",39.48
"MNAT1",53.795
"MND1",38.685
"MNDA",27.02
"MNS1",32.2
"MNT",72.635
"MNX1",131.6
"MNX1-AS1",77.935
"MOAP1",101.05
"MOB1A",22.75
"MOB1B",25.145
"MOB2",50.345
"MOB3A",33.42
"MOB3B",18.51
"MOB3C",74.31
"MOB4",62.905
"MOBP",29.255
"MOCOS",38.64
"MOCS1",30.645
"MOCS2",46.43
"MOCS3",107.475
"MOG",5.295
"MOGAT1",46.34
"MOGAT2",52.325
"MOGAT3",82.445
"MOGS",68.94
"MOK",63.69
"MON1A",54.19
"MON1B",219.01
"MON2",53.85
"MORC1",22.68
"MORC1-AS1",24.55
"MORC2",63.845
"MORC2-AS1",37.64
"MORC3",39.615
"MORC4",63.34
"MORF4L1",90.805
"MORF4L2",136.34
"MORF4L2-AS1",72.275
"MORN1",43.69
"MORN2",89.145
"MORN3",59.545
"MORN4",37.655
"MORN5",45.48
"MOS",156.47
"MOSPD1",47.265
"MOSPD2",22.72
"MOSPD3",57.05
"MOV10",48.67
"MOV10L1",49.365
"MOXD1",24.83
"MOXD2P",17.225
"MPC1",13.64
"MPC1L",46.925
"MPC2",56.18
"MPDU1",23.9
"MPDZ",27.315
"MPEG1",12.085
"MPG",102.16
"MPHOSPH10",52.42
"MPHOSPH6",107.72
"MPHOSPH8",72.835
"MPHOSPH9",50.46
"MPI",83.305
"MPIG6B",56.965
"MPL",63.635
"MPLKIP",0
"MPND",49.36
"MPO",61.55
"MPP1",41.57
"MPP2",32.52
"MPP3",36.11
"MPP4",23.805
"MPP5",62.005
"MPP6",31.515
"MPP7",43.905
"MPPE1",50.68
"MPPED1",36.98
"MPPED2",45.675
"MPRIP",57.76
"MPST",88.58
"MPV17",124.165
"MPV17L",25.38
"MPV17L2",46.425
"MPZ",62.68
"MPZL1",45.63
"MPZL2",83.57
"MPZL3",74.445
"MR1",91.745
"MRAP",54.63
"MRAP2",28.115
"MRAS",43.175
"MRC1",27.32
"MRC2",79.795
"MRE11",24.985
"MREG",111.225
"MRFAP1",279.265
"MRFAP1L1",49.505
"MRGBP",76.185
"MRGPRD",55.805
"MRGPRE",23.83
"MRGPRF",81.805
"MRGPRF-AS1",40.22
"MRGPRG",0
"MRGPRG-AS1",33.72
"MRGPRX1",0
"MRGPRX2",13.275
"MRGPRX3",23.29
"MRGPRX4",0
"MRI1",92.375
"MRLN",23.13
"MRM1",22.26
"MRM2",65.475
"MRM3",50.86
"MRNIP",92.25
"MRO",7.665
"MROH1",74.79
"MROH2A",47.64
"MROH2B",18.2
"MROH5",43.085
"MROH6",58.05
"MROH7",33.82
"MROH7-TTC4",33.22
"MROH8",30.93
"MROH9",24.045
"MRPL1",30.89
"MRPL10",56.08
"MRPL11",86.835
"MRPL12",151.05
"MRPL13",35.225
"MRPL14",52.465
"MRPL15",43.01
"MRPL16",46.275
"MRPL17",63.155
"MRPL18",57.085
"MRPL19",42.35
"MRPL2",74.18
"MRPL20",70.77
"MRPL21",67.195
"MRPL22",34.58
"MRPL23",52.315
"MRPL23-AS1",72.69
"MRPL24",149.1
"MRPL27",40.885
"MRPL28",103.04
"MRPL3",58.155
"MRPL30",51.725
"MRPL32",54.645
"MRPL33",78.465
"MRPL34",46.34
"MRPL35",39.255
"MRPL36",37.775
"MRPL37",48.605
"MRPL38",71.46
"MRPL39",31.235
"MRPL4",97.655
"MRPL40",58.535
"MRPL41",0
"MRPL42",55.695
"MRPL42P5",81.645
"MRPL43",123.76
"MRPL44",52.775
"MRPL45",35.37
"MRPL45P2",41.84
"MRPL46",72.36
"MRPL47",30.37
"MRPL48",43.74
"MRPL49",110.325
"MRPL50",40.71
"MRPL51",141.415
"MRPL52",84.175
"MRPL53",126.31
"MRPL54",61.16
"MRPL55",51.855
"MRPL57",66.675
"MRPL58",85.79
"MRPL9",121.4
"MRPS10",49.205
"MRPS11",73.81
"MRPS12",71.485
"MRPS14",70.265
"MRPS15",47.49
"MRPS16",56.48
"MRPS17",63.375
"MRPS18A",42.63
"MRPS18B",28.275
"MRPS18C",42.415
"MRPS2",88.015
"MRPS21",100.985
"MRPS22",54.38
"MRPS23",78.535
"MRPS24",91.005
"MRPS25",169.41
"MRPS26",110.27
"MRPS27",46.085
"MRPS28",41.17
"MRPS30",33.175
"MRPS31",37.705
"MRPS31P5",25.51
"MRPS33",24.73
"MRPS34",87.545
"MRPS35",48.58
"MRPS36",43.935
"MRPS5",56.705
"MRPS6",47.515
"MRPS7",110.065
"MRPS9",33.09
"MRRF",52.195
"MRS2",42.18
"MRS2P2",50.99
"MRTO4",102.14
"MRVI1",22.51
"MRVI1-AS1",22.29
"MS4A1",29.16
"MS4A10",46.12
"MS4A12",39.105
"MS4A13",27.875
"MS4A14",27.695
"MS4A15",51.9
"MS4A18",43.245
"MS4A2",19.435
"MS4A3",39.54
"MS4A4A",33.52
"MS4A5",26.805
"MS4A6A",17.83
"MS4A6E",22.445
"MS4A7",43.54
"MS4A8",53.665
"MSANTD1",35.715
"MSANTD2",41.055
"MSANTD3",55.625
"MSANTD3-TMEFF1",40.78
"MSANTD4",22.695
"MSC",36.705
"MSC-AS1",23.54
"MSGN1",46.28
"MSH2",47.635
"MSH3",36.865
"MSH4",20.645
"MSH5",34.72
"MSH5-SAPCD1",32.805
"MSH6",66.495
"MSI1",105.905
"MSI2",109.92
"MSL1",55.655
"MSL2",92.64
"MSL3",31.155
"MSL3P1",73.455
"MSLN",46.975
"MSMB",73.63
"MSMO1",65.16
"MSMP",20.95
"MSN",12.84
"MSR1",10.595
"MSRA",20.525
"MSRB1",74.755
"MSRB2",41.2
"MSRB3",28.28
"MSS51",32.775
"MST1",96.16
"MST1L",116.125
"MST1P2",151.575
"MST1R",81.645
"MSTN",23.355
"MSTO1",130.995
"MSTO2P",135.51
"MSX1",25.545
"MSX2",90.525
"MSX2P1",63.2
"MT1A",95.545
"MT1B",21.085
"MT1DP",0
"MT1E",37.42
"MT1F",40.045
"MT1G",20.69
"MT1H",41.41
"MT1HL1",0
"MT1IP",31.26
"MT1JP",40
"MT1L",39.705
"MT1M",19.75
"MT1X",47.845
"MT2A",2007.26
"MT3",0
"MT4",41.845
"MTA1",91.205
"MTA2",129.52
"MTA3",43.555
"MTAP",37.545
"MTBP",38.675
"MTCH1",126.145
"MTCH2",58.16
"MTCL1",40.675
"MTCP1",56.38
"MTDH",52.31
"MTERF1",83.27
"MTERF2",52.545
"MTERF3",43.05
"MTERF4",100.165
"MTF1",41.425
"MTF2",49.845
"MTFMT",59.21
"MTFP1",102.67
"MTFR1",46.4
"MTFR1L",45.88
"MTFR2",62.175
"MTG1",93.72
"MTG2",77.515
"MTHFD1",51.97
"MTHFD1L",52.96
"MTHFD2",114.505
"MTHFD2L",22.97
"MTHFD2P1",20.93
"MTHFR",69.65
"MTHFS",45.275
"MTHFSD",124.045
"MTIF2",52.75
"MTIF3",62.07
"MTM1",22.715
"MTMR1",39.67
"MTMR10",14.485
"MTMR11",85.81
"MTMR12",42.795
"MTMR14",69.015
"MTMR2",29.855
"MTMR3",47.685
"MTMR4",63.565
"MTMR6",38.76
"MTMR7",18.445
"MTMR8",17.275
"MTMR9",27.47
"MTMR9LP",51.63
"MTNR1A",24.97
"MTNR1B",10.38
"MTO1",46.115
"MTOR",27.63
"MTOR-AS1",9.665
"MTPAP",46.925
"MTR",57.08
"MTRF1",41.535
"MTRF1L",70.595
"MTRNR2L10",96.7
"MTRNR2L2",2966.75
"MTRNR2L3",118.635
"MTRNR2L4",0
"MTRNR2L5",46.875
"MTRNR2L6",0
"MTRNR2L7",18.045
"MTRNR2L8",2154.06
"MTRNR2L9",1036.205
"MTRR",31.465
"MTSS1",120.3
"MTSS1L",125.96
"MTTP",29.51
"MTURN",36.285
"MTUS1",25.78
"MTUS2",22.705
"MTUS2-AS1",26.615
"MTVR2",66.375
"MTX1",58.28
"MTX2",42.175
"MTX3",41.15
"MUC1",53.905
"MUC12",82.77
"MUC13",29.775
"MUC15",14.44
"MUC16",14.995
"MUC17",42.825
"MUC19",23.025
"MUC2",20.57
"MUC20",43.035
"MUC21",16.98
"MUC22",12.065
"MUC3A",100.97
"MUC4",26.735
"MUC5AC",52.89
"MUC5B",140.305
"MUC6",56.08
"MUC7",18.715
"MUCL1",21.175
"MUL1",59.35
"MUM1",43.96
"MUM1L1",20.155
"MURC",31.795
"MUS81",139.34
"MUSK",31.065
"MUSTN1",12.81
"MUT",28.065
"MUTYH",53.3
"MVB12A",34.79
"MVB12B",36.305
"MVD",133.805
"MVK",62.38
"MVP",69.13
"MX1",59.82
"MX2",57.455
"MXD1",82.355
"MXD3",132.855
"MXD4",80.44
"MXI1",40.31
"MXRA5",35.7
"MXRA7",71.535
"MXRA8",49.07
"MYADM",110.87
"MYADML",25.005
"MYADML2",43.04
"MYB",39.715
"MYBBP1A",59.595
"MYBL1",33.7
"MYBL2",82.22
"MYBPC1",37.14
"MYBPC2",40.635
"MYBPC3",48.52
"MYBPH",88.21
"MYBPHL",74.235
"MYC",432.255
"MYCBP",35.06
"MYCBP2",28.74
"MYCBP2-AS1",19.99
"MYCBPAP",36.5
"MYCL",49.72
"MYCN",58.015
"MYCNOS",19.98
"MYCNUT",47.225
"MYCT1",18.435
"MYD88",65.935
"MYDGF",46.52
"MYEF2",23.135
"MYEOV",147.395
"MYF5",39.375
"MYF6",29.17
"MYH1",19.72
"MYH10",30.125
"MYH11",22.515
"MYH13",22.23
"MYH14",52.74
"MYH15",31.44
"MYH16",39.835
"MYH2",20.065
"MYH3",34.14
"MYH4",17.68
"MYH6",66.28
"MYH7",51.005
"MYH7B",40.33
"MYH8",28.425
"MYH9",114.33
"MYHAS",24.17
"MYL1",24.98
"MYL10",56.03
"MYL12A",121.41
"MYL12B",176.315
"MYL2",27.7
"MYL3",67.75
"MYL4",40.96
"MYL5",65.96
"MYL6",560.63
"MYL6B",73.605
"MYL7",44.43
"MYL9",45.56
"MYLIP",62.79
"MYLK",41.08
"MYLK-AS1",50.555
"MYLK-AS2",29.9
"MYLK2",83.615
"MYLK3",22.8
"MYLK4",37.79
"MYLPF",76.575
"MYNN",98.075
"MYO10",55.98
"MYO15A",39.35
"MYO15B",70.16
"MYO16",16.565
"MYO16-AS1",7.935
"MYO18A",122.1
"MYO18B",26.515
"MYO19",51.055
"MYO1A",38.165
"MYO1B",37.705
"MYO1C",112.11
"MYO1D",29.955
"MYO1E",27.685
"MYO1F",51.06
"MYO1G",66.22
"MYO1H",30.625
"MYO3A",25.65
"MYO3B",22.97
"MYO5A",66.41
"MYO5B",22.11
"MYO5C",136.205
"MYO6",58.035
"MYO7A",75.645
"MYO7B",39.805
"MYO9A",47.74
"MYO9B",47.405
"MYOC",34.81
"MYOCD",27.3
"MYOD1",42.22
"MYOF",56.53
"MYOG",56.01
"MYOM1",32.745
"MYOM2",19.06
"MYOM3",47.495
"MYOT",36.835
"MYOZ1",29.36
"MYOZ2",27.25
"MYOZ3",29.435
"MYPN",31.975
"MYPOP",40.97
"MYRF",62.75
"MYRFL",32.9
"MYRIP",23.6
"MYSM1",42.71
"MYT1",34.285
"MYT1L",31.255
"MYT1L-AS1",20.84
"MYZAP",20.105
"MZB1",57.9
"MZF1",124.125
"MZF1-AS1",129.21
"MZT1",32.27
"MZT2A",131.6
"MZT2B",73.97
"N4BP1",29.805
"N4BP2",33.085
"N4BP2L1",37.74
"N4BP2L2",52.92
"N4BP2L2-IT2",89.09
"N4BP3",212.75
"N6AMT1",39.19
"NAA10",210.72
"NAA11",36.76
"NAA15",70.76
"NAA16",40.27
"NAA20",91.905
"NAA25",85.485
"NAA30",45.47
"NAA35",62.165
"NAA38",50.31
"NAA40",78.71
"NAA50",90.75
"NAA60",58.44
"NAAA",49.37
"NAALAD2",18.84
"NAALADL1",51.65
"NAALADL2",42.28
"NAALADL2-AS1",49.35
"NAALADL2-AS2",43.865
"NAALADL2-AS3",51.57
"NAB1",44.405
"NAB2",103.325
"NABP1",81.07
"NABP2",108.78
"NACA",89.37
"NACA2",708.12
"NACAD",77.03
"NACAP1",153.3
"NACC1",73.08
"NACC2",49.465
"NADK",68.05
"NADK2",35.62
"NADSYN1",106.42
"NAE1",33.935
"NAF1",43.355
"NAGA",56.72
"NAGK",61.735
"NAGLU",31.945
"NAGPA",44.67
"NAGPA-AS1",41.05
"NAGS",55.115
"NAIF1",53.645
"NAIP",28.9
"NALCN",10.89
"NALCN-AS1",13.515
"NALT1",71.155
"NAMA",47.9
"NAMPT",63.62
"NANOG",24.455
"NANOGNB",49.05
"NANOS1",74.585
"NANOS2",34.48
"NANOS3",61.99
"NANP",64.155
"NANS",56.87
"NAP1L1",83.445
"NAP1L2",10.7
"NAP1L3",39.745
"NAP1L4",49.7
"NAP1L5",70.155
"NAP1L6",13.195
"NAPA",51.37
"NAPA-AS1",47.275
"NAPB",39.975
"NAPEPLD",42.455
"NAPG",62.03
"NAPRT",91.225
"NAPSA",88.69
"NAPSB",52.22
"NARF",43.38
"NARFL",74.73
"NARS",43.69
"NARS2",50.26
"NASP",110.53
"NAT1",16.355
"NAT10",57.47
"NAT14",171.74
"NAT16",94.635
"NAT2",13.65
"NAT6",63.66
"NAT8",64.58
"NAT8L",94.455
"NAT9",97.24
"NATD1",39.795
"NAV1",115.76
"NAV2",29.795
"NAV2-AS2",29.695
"NAV2-AS4",18.68
"NAV2-AS5",23.68
"NAV3",25.49
"NAXD",52.13
"NAXE",96.015
"NBAS",33.535
"NBAT1",40.985
"NBDY",20.325
"NBEA",25.62
"NBEAL1",36.945
"NBEAL2",234.175
"NBEAP1",20.07
"NBL1",73.32
"NBN",48.325
"NBPF1",164.785
"NBPF10",42.425
"NBPF11",144.74
"NBPF12",154.19
"NBPF13P",49.545
"NBPF14",58.45
"NBPF15",173.6
"NBPF18P",109.995
"NBPF20",20.71
"NBPF22P",39.83
"NBPF25P",89
"NBPF3",48.67
"NBPF4",106.615
"NBPF6",96.5
"NBPF7",37.79
"NBPF8",123.88
"NBPF9",106.025
"NBR1",32.385
"NBR2",52.375
"NCALD",43.785
"NCAM1",16.52
"NCAM1-AS1",6.175
"NCAM2",21.995
"NCAN",27.605
"NCAPD2",65.745
"NCAPD3",48.19
"NCAPG",23.955
"NCAPG2",72.205
"NCAPH",42.89
"NCAPH2",82.165
"NCBP1",69.63
"NCBP2",155.555
"NCBP2-AS2",274.675
"NCBP3",48.485
"NCCRP1",44.455
"NCDN",84.94
"NCEH1",72.09
"NCF1",68.745
"NCF1B",63.905
"NCF1C",74.075
"NCF2",50.67
"NCF4",43.18
"NCK1",60.155
"NCK1-AS1",44.92
"NCK2",38.59
"NCKAP1",52.95
"NCKAP1L",28.855
"NCKAP5",21.105
"NCKAP5L",63.66
"NCKIPSD",106.22
"NCL",759.68
"NCLN",77.975
"NCMAP",52.715
"NCOA1",40.145
"NCOA2",41.495
"NCOA3",951.51
"NCOA4",55.24
"NCOA5",48.91
"NCOA6",47.965
"NCOA7",33.285
"NCOA7-AS1",29.8
"NCOR1",58.07
"NCOR1P1",41
"NCOR2",111.35
"NCR2",37.83
"NCR3",6.575
"NCR3LG1",35.125
"NCRNA00250",65.32
"NCS1",71.15
"NCSTN",50.56
"NDC1",61.615
"NDC80",33.83
"NDE1",30.235
"NDEL1",45.55
"NDFIP1",44.25
"NDFIP2",26.87
"NDFIP2-AS1",13.945
"NDN",42.95
"NDNF",22.205
"NDOR1",101.565
"NDP",12.08
"NDRG1",54.76
"NDRG2",42.31
"NDRG3",35.865
"NDRG4",42.46
"NDST1",63.73
"NDST1-AS1",23.45
"NDST2",71.56
"NDST3",20.445
"NDST4",18.11
"NDUFA1",94.605
"NDUFA10",63.435
"NDUFA11",68.495
"NDUFA12",47.205
"NDUFA13",41.015
"NDUFA2",135.235
"NDUFA3",6.68
"NDUFA4",32.975
"NDUFA4L2",150.485
"NDUFA5",31.13
"NDUFA6",45.24
"NDUFA6-AS1",27.57
"NDUFA7",38.22
