"gene","rloop_density"
"RAB7B",0.77
"RAB8A",5.6
"RAB8B",0.92
"RAB9A",1.57
"RAB9B",0.82
"RAB9BP1",0.6
"RABAC1",1.38
"RABEP1",1.63
"RABEP2",2.73
"RABEPK",1.63
"RABGAP1",1.76
"RABGAP1L",0.94
"RABGEF1",2.23
"RABGGTA",2.53
"RABGGTB",1.37
"RABIF",3.28
"RABL2A",2.93
"RABL2B",1.37
"RABL3",1.53
"RABL6",6.88
"RAC1",2.54
"RAC2",0.97
"RAC3",13.03
"RACGAP1",1.49
"RACGAP1P",0.87
"RACK1",1.75
"RAD1",1.77
"RAD17",1.1
"RAD18",1.07
"RAD21",1.95
"RAD21-AS1",2.11
"RAD21L1",0.86
"RAD23A",9.56
"RAD23B",2.03
"RAD50",1.33
"RAD51",1.54
"RAD51-AS1",3.21
"RAD51AP1",1.18
"RAD51AP2",0.72
"RAD51B",0.89
"RAD51C",0.96
"RAD51D",2.2
"RAD51L3-RFFL",1.79
"RAD52",1.38
"RAD54B",0.96
"RAD54L",4.41
"RAD54L2",1.33
"RAD9A",22.52
"RAD9B",1.09
"RADIL",1.89
"RAE1",2.86
"RAET1E",1.24
"RAET1E-AS1",1.36
"RAET1G",0.99
"RAET1K",1.49
"RAET1L",0.87
"RAF1",2.11
"RAG1",0.83
"RAG2",0.91
"RAI1",6.13
"RAI1-AS1",4.29
"RAI14",1.14
"RAI2",0.87
"RALA",1.15
"RALB",1.34
"RALBP1",1.16
"RALGAPA1",0.91
"RALGAPA1P1",0.85
"RALGAPA2",1.14
"RALGAPB",1.14
"RALGDS",2.5
"RALGPS1",1.18
"RALGPS2",1.17
"RALY",2
"RALY-AS1",6.12
"RALYL",0.8
"RAMP1",1.04
"RAMP2",0.94
"RAMP2-AS1",0.9
"RAMP3",0.83
"RAN",4.2
"RANBP1",5.52
"RANBP10",2.09
"RANBP17",0.99
"RANBP2",1.37
"RANBP3",2.81
"RANBP3L",0.83
"RANBP6",1.46
"RANBP9",1.46
"RANGAP1",4.14
"RANGRF",3.06
"RAP1A",1.36
"RAP1B",1.53
"RAP1GAP",1.84
"RAP1GAP2",1.28
"RAP1GDS1",1.13
"RAP2A",1.01
"RAP2B",1.87
"RAP2C",1.9
"RAP2C-AS1",0.88
"RAPGEF1",1.66
"RAPGEF2",0.98
"RAPGEF3",1.68
"RAPGEF4",0.83
"RAPGEF4-AS1",0.94
"RAPGEF5",0.97
"RAPGEF6",1.17
"RAPGEFL1",3.28
"RAPH1",1.41
"RAPSN",1.35
"RARA",7.35
"RARA-AS1",4.65
"RARB",0.79
"RARG",6.63
"RARRES1",1.17
"RARRES2",1.61
"RARRES3",0.79
"RARS",1.3
"RARS2",1.13
"RASA1",1.12
"RASA2",1.21
"RASA3",1.71
"RASA4",1.64
"RASA4B",1.64
"RASA4CP",1.3
"RASAL1",2.89
"RASAL2",0.94
"RASAL2-AS1",1.03
"RASAL3",0.98
"RASD1",6.92
"RASD2",0.97
"RASEF",1.98
"RASGEF1A",1.06
"RASGEF1B",0.93
"RASGEF1C",1.18
"RASGRF1",0.99
"RASGRF2",0.85
"RASGRF2-AS1",0.86
"RASGRP1",1.48
"RASGRP2",1
"RASGRP3",0.89
"RASGRP4",2.18
"RASIP1",2.23
"RASL10A",3.87
"RASL10B",2.03
"RASL11A",1.18
"RASL11B",0.99
"RASL12",1.17
"RASSF1",2.73
"RASSF1-AS1",3.2
"RASSF10",0.78
"RASSF2",1.04
"RASSF3",1.25
"RASSF4",1.17
"RASSF5",1.09
"RASSF6",0.85
"RASSF7",7.14
"RASSF8",1.03
"RASSF8-AS1",1.08
"RASSF9",0.71
"RAVER1",14.2
"RAVER2",1.28
"RAX",0.88
"RAX2",5.31
"RB1",1.16
"RB1CC1",1.2
"RBAK",2.08
"RBAK-RBAKDN",2.24
"RBAKDN",2.54
"RBBP4",1.93
"RBBP5",1.09
"RBBP6",1.32
"RBBP7",2.1
"RBBP8",1.12
"RBBP8NL",6.7
"RBBP9",0.95
"RBCK1",1.54
"RBFA",1.56
"RBFADN",1.04
"RBFOX1",0.82
"RBFOX2",1.26
"RBFOX3",0.91
"RBKS",0.88
"RBL1",1.58
"RBL2",1.49
"RBM10",2.94
"RBM11",0.8
"RBM12",2.78
"RBM12B",3.09
"RBM12B-AS1",2.69
"RBM14",5.93
"RBM14-RBM4",5.57
"RBM15",5.96
"RBM15B",9.09
"RBM17",1.7
"RBM18",1.5
"RBM19",1.63
"RBM20",0.86
"RBM22",4.65
"RBM23",2.61
"RBM24",2.03
"RBM25",1.46
"RBM26",1.07
"RBM26-AS1",1.02
"RBM27",1.05
"RBM28",1.37
"RBM3",9.39
"RBM33",1.42
"RBM34",1.42
"RBM38",3.22
"RBM39",2.58
"RBM4",4.09
"RBM41",1.22
"RBM42",2.67
"RBM43",1.05
"RBM44",0.77
"RBM45",0.87
"RBM46",0.77
"RBM47",1.43
"RBM48",1.53
"RBM4B",5.36
"RBM5",2.94
"RBM5-AS1",3.69
"RBM6",1.54
"RBM7",1.47
"RBM8A",3.46
"RBMS1",1.17
"RBMS2",1.39
"RBMS3",0.76
"RBMS3-AS1",0.69
"RBMS3-AS3",0.82
"RBMX",6.73
"RBMX2",1.1
"RBMXL1",2.97
"RBMXL2",1.13
"RBMXL3",0.65
"RBP1",0.87
"RBP2",1.09
"RBP3",0.79
"RBP4",0.83
"RBP5",1.03
"RBP7",1.07
"RBPJ",1.16
"RBPJL",0.9
"RBPMS",1.91
"RBPMS-AS1",1.2
"RBPMS2",1.23
"RBSN",1.94
"RBX1",2.22
"RC3H1",1.34
"RC3H2",1.62
"RCAN1",1.14
"RCAN2",0.81
"RCAN3",1.44
"RCAN3AS",1.07
"RCBTB1",1.09
"RCBTB2",0.93
"RCC1",9.33
"RCC1L",3.7
"RCC2",5.84
"RCCD1",6.16
"RCE1",19.54
"RCHY1",1.18
"RCL1",1.35
"RCN1",2.91
"RCN2",1.16
"RCN3",1.26
"RCOR1",1.55
"RCOR2",9.76
"RCOR3",1.27
"RCSD1",0.84
"RCVRN",1.07
"RD3",0.93
"RD3L",0.59
"RDH10",1.36
"RDH10-AS1",0.97
"RDH11",2.43
"RDH12",0.8
"RDH13",2.59
"RDH14",2.41
"RDH16",0.89
"RDH5",3.37
"RDH8",1.07
"RDM1",0.98
"RDX",1.23
"REC114",1.04
"REC8",12.6
"RECK",0.96
"RECQL",1.17
"RECQL4",14.83
"RECQL5",2.92
"REEP1",0.91
"REEP2",1.76
"REEP3",1.08
"REEP4",2.91
"REEP5",1.46
"REEP6",2.33
"REG1A",0.89
"REG1B",1.01
"REG1CP",1.01
"REG3A",0.68
"REG3G",0.74
"REG4",0.67
"REL",1.21
"RELA",11.58
"RELB",1.77
"RELL1",1.36
"RELL2",5.1
"RELN",0.75
"RELT",5.74
"REM1",0.89
"REM2",2.42
"REN",0.97
"RENBP",2.88
"REP15",1.82
"REPIN1",13.85
"REPS1",1.32
"REPS2",1
"RER1",5.2
"RERE",1.4
"REREP3",1
"RERG",1.07
"RERG-AS1",0.89
"RERGL",0.75
"RESP18",0.79
"REST",1.92
"RET",3.81
"RETN",1.44
"RETNLB",0.89
"RETSAT",1.68
"REV1",1.44
"REV3L",1.32
"REXO1",4.48
"REXO1L2P",0.5
"REXO2",1.34
"REXO4",3.63
"RFC1",1.19
"RFC2",3.6
"RFC3",1.05
"RFC4",2.14
"RFC5",5
"RFESD",0.81
"RFFL",1.52
"RFK",1.05
"RFLNA",2.1
"RFLNB",0.74
"RFNG",6.41
"RFPL1",0.85
"RFPL1S",0.88
"RFPL2",0.83
"RFPL3",0.91
"RFPL3S",0.84
"RFPL4A",0.85
"RFPL4AL1",0.76
"RFPL4B",0.69
"RFT1",1.29
"RFTN1",1.15
"RFTN2",1.01
"RFWD2",1.33
"RFWD3",2.17
"RFX1",3.45
"RFX2",1.58
"RFX3",0.95
"RFX3-AS1",0.95
"RFX4",0.81
"RFX5",2.03
"RFX6",0.77
"RFX7",1.28
"RFX8",0.89
"RFXANK",2.85
"RFXAP",1.06
"RGAG1",0.85
"RGAG4",1.01
"RGCC",1.04
"RGL1",0.73
"RGL2",18.44
"RGL3",0.98
"RGL4",3.36
"RGMA",1.46
"RGMB",2.84
"RGMB-AS1",2.28
"RGN",1
"RGP1",1.67
"RGPD1",0.81
"RGPD2",0.98
"RGPD3",0.94
"RGPD4",0.95
"RGPD4-AS1",0.85
"RGPD5",1.51
"RGPD6",1.51
"RGPD8",1.52
"RGR",0.92
"RGS1",0.62
"RGS10",1.83
"RGS11",3.83
"RGS12",1.55
"RGS13",0.69
"RGS14",0.93
"RGS16",2.24
"RGS17",1.08
"RGS18",0.69
"RGS19",3.48
"RGS2",0.7
"RGS20",1.11
"RGS21",0.66
"RGS22",0.79
"RGS3",2.01
"RGS4",0.82
"RGS5",0.81
"RGS6",0.91
"RGS7",0.84
"RGS7BP",0.82
"RGS8",0.65
"RGS9",0.86
"RGS9BP",2.5
"RGSL1",0.78
"RHAG",0.84
"RHBDD1",0.98
"RHBDD2",4.62
"RHBDD3",10.71
"RHBDF1",1.93
"RHBDF2",3.63
"RHBDL1",11.19
"RHBDL2",1.16
"RHBDL3",1.02
"RHBG",1.26
"RHCE",1.03
"RHCG",0.86
"RHD",1.17
"RHEB",1.83
"RHEBL1",1.93
"RHNO1",1.6
"RHO",0.8
"RHOA",1.8
"RHOB",7.18
"RHOBTB1",1.06
"RHOBTB2",2.24
"RHOBTB3",2.32
"RHOC",11.76
"RHOD",4
"RHOF",9.28
"RHOG",2.26
"RHOH",1.11
"RHOJ",0.79
"RHOQ",1.19
"RHOT1",1.17
"RHOT2",14.79
"RHOU",2.2
"RHOV",8.13
"RHOXF1",0.87
"RHOXF1-AS1",0.82
"RHOXF1P1",1.02
"RHOXF2",0.84
"RHPN1",9.4
"RHPN1-AS1",1.07
"RHPN2",4.16
"RIBC1",2.59
"RIBC2",3.95
"RIC1",1.19
"RIC3",1.05
"RIC8A",1.64
"RIC8B",1.14
"RICTOR",1.02
"RIDA",0.98
"RIF1",1.57
"RIIAD1",0.61
"RILP",2.91
"RILPL1",2.38
"RILPL2",1.54
"RIMBP2",0.83
"RIMBP3",1.49
"RIMBP3B",1.49
"RIMBP3C",1.49
"RIMKLA",0.96
"RIMKLB",1.13
"RIMS1",0.79
"RIMS2",0.78
"RIMS3",1.2
"RIMS4",1.55
"RIN1",2.8
"RIN2",0.93
"RIN3",1.35
"RING1",2.88
"RINL",1.3
"RINT1",1.21
"RIOK1",1.4
"RIOK2",1.28
"RIOK3",1.74
"RIOX1",2.6
"RIOX2",1.23
"RIPK1",2.16
"RIPK2",1.1
"RIPK3",0.75
"RIPK4",3.18
"RIPPLY1",0.76
"RIPPLY2",1.04
"RIPPLY3",1.28
"RIT1",1.52
"RIT2",0.85
"RITA1",4.72
"RLBP1",1.24
"RLF",1.34
"RLIM",1.77
"RLN1",0.72
"RLN2",0.79
"RLN3",1.31
"RMDN1",1.32
"RMDN2",0.86
"RMDN2-AS1",0.84
"RMDN3",4.43
"RMI1",2.06
"RMI2",3.27
"RMND1",3.24
"RMND5A",1.5
"RMND5B",6.74
"RMRP",3.35
"RMST",0.76
"RN7SK",1.58
"RN7SL1",3.9
"RN7SL2",2.29
"RN7SL832P",1.9
"RNA18S5",3.65
"RNA28S5",1.83
"RNA45S5",4.71
"RNA5-8S5",4.81
"RNA5S1",37.73
"RNA5S10",39.8
"RNA5S11",35.21
"RNA5S12",41.39
"RNA5S15",40.58
"RNA5S2",40.37
"RNA5S4",44.51
"RNA5S5",41.93
"RNA5S7",41.35
"RNA5S9",44.53
"RNASE1",0.84
"RNASE10",1.03
"RNASE11",0.76
"RNASE12",0.65
"RNASE13",0.67
"RNASE2",0.59
"RNASE3",0.81
"RNASE4",0.94
"RNASE6",0.59
"RNASE7",0.62
"RNASE8",1.75
"RNASE9",0.83
"RNASEH1",2.89
"RNASEH1-AS1",1.48
"RNASEH2A",2.79
"RNASEH2B",1.13
"RNASEH2B-AS1",1.13
"RNASEH2C",15.12
"RNASEK",2.61
"RNASEK-C17ORF49",2.19
"RNASEL",0.9
"RNASET2",1.25
"RND1",2.59
"RND2",1.85
"RND3",2.92
"RNF10",2.1
"RNF103",1.84
"RNF103-CHMP3",1.26
"RNF11",1.39
"RNF111",1.05
"RNF112",0.96
"RNF113A",1.33
"RNF113B",1.11
"RNF114",1.87
"RNF115",1.29
"RNF121",1.52
"RNF122",1.33
"RNF123",6.58
"RNF125",1.02
"RNF126",3.89
"RNF126P1",0.97
"RNF128",0.8
"RNF13",1.19
"RNF130",1.34
"RNF133",2.09
"RNF135",1.44
"RNF138",1.32
"RNF138P1",0.88
"RNF139",2.83
"RNF139-AS1",3.08
"RNF14",1.43
"RNF141",0.95
"RNF144A",1.01
"RNF144A-AS1",1.22
"RNF144B",1.04
"RNF145",0.85
"RNF146",1.5
"RNF148",1.69
"RNF149",1.61
"RNF150",0.83
"RNF151",6.76
"RNF152",1.09
"RNF157",0.95
"RNF157-AS1",1.27
"RNF165",1.11
"RNF166",3.74
"RNF167",12.76
"RNF168",2.76
"RNF169",1.47
"RNF17",0.9
"RNF170",1.34
"RNF175",0.8
"RNF180",0.82
"RNF181",3.14
"RNF182",0.83
"RNF183",1.7
"RNF185",1.22
"RNF186",0.79
"RNF187",3.51
"RNF19A",1.39
"RNF19B",1.18
"RNF2",0.9
"RNF20",1.09
"RNF207",4.57
"RNF208",5.48
"RNF212",0.95
"RNF212B",1.25
"RNF213",2.76
"RNF214",1.14
"RNF215",3.08
"RNF216",1.8
"RNF216-IT1",2.26
"RNF216P1",2.27
"RNF217",0.8
"RNF217-AS1",0.77
"RNF219",1.11
"RNF219-AS1",0.87
"RNF220",1.27
"RNF222",2.1
"RNF223",34.25
"RNF224",9.6
"RNF225",6.36
"RNF24",1.63
"RNF25",4.34
"RNF26",4.85
"RNF31",3.65
"RNF32",1.66
"RNF34",1.86
"RNF38",1.51
"RNF39",4.88
"RNF4",2.55
"RNF40",4.71
"RNF41",1.82
"RNF43",0.87
"RNF44",13.1
"RNF5",3.4
"RNF5P1",1.2
"RNF6",0.97
"RNF7",1.85
"RNF8",1.13
"RNFT1",1.09
"RNFT2",1.28
"RNGTT",1.03
"RNH1",6.36
"RNLS",0.84
"RNMT",1.32
"RNPC3",1.6
"RNPEP",2.72
"RNPEPL1",6.7
"RNPS1",10.64
"RNR1",6.31
"RNR2",4.88
"RNU1-1",13.53
"RNU105B",0.79
"RNU105C",1.48
"RNU11",0.48
"RNU12",8.98
"RNU2-1",7.8
"RNU4-1",3.05
"RNU4-2",11.36
"RNU4ATAC",12.65
"RNU5A-1",2.15
"RNU5B-1",0.57
"RNU5D-1",1.42
"RNU5E-1",1.8
"RNU5F-1",0.46
"RNU6-1",0.89
"RNU6ATAC",2.15
"RNU7-1",1.21
"RNVU1-1",0.99
"RNVU1-14",3.94
"RNVU1-15",5.17
"RNVU1-17",1
"RNVU1-19",4.49
"RNVU1-20",1.03
"RNVU1-3",0.71
"RNVU1-4",1.03
"RNVU1-6",2.01
"RNVU1-7",9.77
"RNVU1-8",0.98
"RNY1",0.65
"RNY3",0.44
"RNY4",0.73
"RNY5",0.55
"ROBO1",0.85
"ROBO2",0.82
"ROBO3",1.24
"ROBO4",0.87
"ROCK1",1.08
"ROCK1P1",0.84
"ROCK2",1.04
"ROGDI",4.25
"ROM1",9.58
"ROMO1",2.72
"ROPN1",0.67
"ROPN1B",0.84
"ROPN1L",0.95
"ROPN1L-AS1",1.52
"ROR1",0.83
"ROR1-AS1",0.88
"ROR2",0.96
"RORA",0.88
"RORA-AS1",0.92
"RORA-AS2",0.79
"RORB",0.85
"RORB-AS1",0.86
"RORC",0.8
"ROS1",0.8
"RP1",0.9
"RP1L1",0.93
"RP2",1.07
"RP9",1.37
"RP9P",1.33
"RPA1",1.27
"RPA2",1.82
"RPA3",0.98
"RPA4",1.61
"RPAIN",1.96
"RPAP1",2.5
"RPAP2",1.22
"RPAP3",1.02
"RPARP-AS1",3.68
"RPE",1.29
"RPE65",0.82
"RPEL1",0.68
"RPF1",1.68
"RPF2",1.98
"RPGR",1.13
"RPGRIP1",1.41
"RPGRIP1L",0.91
"RPH3A",0.85
"RPH3AL",1.64
"RPIA",1.08
"RPL10",10.08
"RPL10A",11.14
"RPL10L",1.37
"RPL11",5.3
"RPL12",12.98
"RPL13",14.81
"RPL13A",38.04
"RPL13AP17",0.77
"RPL13AP20",1.76
"RPL13AP3",1.25
"RPL13AP5",1.95
"RPL13AP6",0.82
"RPL13P5",1.44
"RPL14",3.41
"RPL15",6.11
"RPL17",5.15
"RPL17-C18ORF32",2.63
"RPL18",16.02
"RPL18A",39.69
"RPL19",2.68
"RPL19P12",1.51
"RPL21",0.79
"RPL21P28",0.58
"RPL21P44",1.01
"RPL22",2.77
"RPL22L1",3.01
"RPL23",4.33
"RPL23A",9.58
"RPL23AP32",0.57
"RPL23AP53",0.96
"RPL23AP64",0.64
"RPL23AP7",1.1
"RPL23AP82",1.03
"RPL23AP87",0.67
"RPL23P8",0.73
"RPL24",4.81
"RPL26",2.37
"RPL26L1",2.22
"RPL27",8.94
"RPL27A",8.63
"RPL28",5.31
"RPL29",5.73
"RPL29P2",0.94
"RPL3",8.16
"RPL30",3.63
"RPL31",15.04
"RPL31P11",0.77
"RPL32",19.06
"RPL32P3",5
"RPL34",3.32
"RPL34-AS1",0.9
"RPL35",13.86
"RPL35A",1.25
"RPL36",20.89
"RPL36A",5.29
"RPL36A-HNRNPH2",3.19
"RPL36AL",2.35
"RPL37",5.32
"RPL37A",3.82
"RPL38",6.02
"RPL39",4.33
"RPL39L",0.96
"RPL3L",1.23
"RPL4",6.52
"RPL41",5.24
"RPL5",2.95
"RPL6",5.44
"RPL7",2.74
"RPL7A",9.75
"RPL7L1",4.03
"RPL8",4.5
"RPL9",1.63
"RPLP0",6.2
"RPLP0P2",0.98
"RPLP1",2.81
"RPLP2",3.7
"RPN1",2.18
"RPN2",1.87
"RPP14",1.89
"RPP21",5.65
"RPP25",4.74
"RPP25L",5.2
"RPP30",1.42
"RPP38",4.16
"RPP40",1.53
"RPPH1",2
"RPRD1A",1.49
"RPRD1B",1.51
"RPRD2",1.81
"RPRM",2.62
"RPRML",0.93
"RPS10",5.07
"RPS10-NUDT3",1.66
"RPS10P7",1.12
"RPS11",7.73
"RPS12",3.24
"RPS13",4.05
"RPS14",5.14
"RPS14P3",0.86
"RPS15",9.65
"RPS15A",5.16
"RPS15AP10",1.61
"RPS16",8.34
"RPS16P5",3.02
"RPS17",13.47
"RPS18",6.43
"RPS18P9",1.75
"RPS19",13.58
"RPS19BP1",8.02
"RPS2",23.05
"RPS20",3.05
"RPS21",13.5
"RPS23",6.8
"RPS24",9.17
"RPS25",3.88
"RPS26",1.32
"RPS26P11",1.37
"RPS27",9.64
"RPS27A",3.34
"RPS27L",1.12
"RPS28",5.2
"RPS29",2.6
"RPS2P32",1.4
"RPS3",8.34
"RPS3A",2.6
"RPS4X",2.96
"RPS5",4.8
"RPS6",6.98
"RPS6KA1",2.08
"RPS6KA2",1
"RPS6KA2-AS1",1.38
"RPS6KA2-IT1",1.13
"RPS6KA3",1.44
"RPS6KA4",2.94
"RPS6KA5",1.03
"RPS6KA6",0.88
"RPS6KB1",1.24
"RPS6KB2",17.71
"RPS6KC1",1.04
"RPS6KL1",3.35
"RPS7",4.09
"RPS7P5",0.79
"RPS8",12.02
"RPS9",4.87
"RPSA",4.99
"RPSAP52",0.85
"RPSAP58",1.27
"RPSAP9",1.41
"RPTN",0.76
"RPTOR",1.6
"RPUSD1",2.89
"RPUSD2",1.3
"RPUSD3",3.77
"RPUSD4",1.44
"RRAD",1.69
"RRAGA",1.22
"RRAGB",1.27
"RRAGC",1.04
"RRAGD",0.92
"RRAS",12.84
"RRAS2",1.19
"RRBP1",2.59
"RREB1",1.86
"RRH",0.92
"RRM1",1.76
"RRM2",4.4
"RRM2B",1.02
"RRN3",1.66
"RRN3P1",0.85
"RRN3P2",0.97
"RRN3P3",2.09
"RRNAD1",5.86
"RRP1",6.81
"RRP12",2.14
"RRP15",1.22
"RRP1B",1.83
"RRP36",6.05
"RRP7A",19.33
"RRP7BP",13.11
"RRP8",1.87
"RRP9",2.69
"RRS1",2.79
"RRS1-AS1",1.3
"RS1",0.89
"RSAD1",1.85
"RSAD2",0.78
"RSBN1",0.97
"RSBN1L",1.19
"RSC1A1",1.77
"RSF1",1.4
"RSG1",2.15
"RSL1D1",2.69
"RSL24D1",1.13
"RSPH1",1
"RSPH10B",1.16
"RSPH14",1.12
"RSPH3",1.14
"RSPH4A",1
"RSPH6A",4.18
"RSPH9",6.17
"RSPO1",0.95
"RSPO2",0.73
"RSPO3",0.79
"RSPO4",1.01
"RSPRY1",1.17
"RSRC1",0.97
"RSRC2",3.09
"RSRP1",1.69
"RSU1",1
"RSU1P2",0.83
"RTBDN",2.02
"RTCA",1.12
"RTCA-AS1",1.09
"RTCB",1.64
"RTEL1",6.82
"RTEL1-TNFRSF6B",7.69
"RTF1",1.64
"RTFDC1",1.51
"RTKN",3.85
"RTKN2",1.04
"RTL1",1.15
"RTN1",0.77
"RTN2",3.25
"RTN3",1.54
"RTN4",1.28
"RTN4IP1",1.08
"RTN4R",1.18
"RTN4RL1",2.22
"RTN4RL2",2.03
"RTP1",0.79
"RTP2",0.63
"RTP3",0.78
"RTP4",0.77
"RTP5",0.78
"RTTN",1
"RUBCN",1.04
"RUBCNL",0.94
"RUFY1",3.16
"RUFY2",1.37
"RUFY3",1.07
"RUFY4",0.85
"RUNDC1",3.64
"RUNDC3A",5.21
"RUNDC3A-AS1",1.36
"RUNDC3B",0.82
"RUNX1",1.99
"RUNX1-IT1",0.68
"RUNX1T1",0.8
"RUNX2",1
"RUNX3",0.81
"RUSC1",10.26
"RUSC1-AS1",7.57
"RUSC2",1.12
"RUVBL1",2.02
"RUVBL1-AS1",5.88
"RUVBL2",6.11
"RWDD1",1.31
"RWDD2A",2.27
"RWDD2B",1.14
"RWDD3",1.6
"RWDD4",1
"RXFP1",0.82
"RXFP2",0.81
"RXFP3",0.89
"RXFP4",5.94
"RXRA",4.85
"RXRB",2.04
"RXRG",0.79
"RYBP",1.51
"RYK",1.21
"RYR1",1.12
"RYR2",0.85
"RYR3",0.9
"S100A1",6.22
"S100A10",2.86
"S100A11",3.8
"S100A12",0.54
"S100A13",3.52
"S100A14",4.35
"S100A16",2.74
"S100A2",0.91
"S100A3",1.11
"S100A4",0.57
"S100A5",0.75
"S100A6",1.21
"S100A7",1.02
"S100A7A",0.99
"S100A7L2",0.72
"S100A8",0.68
"S100A9",0.89
"S100B",0.74
"S100G",1.42
"S100P",3.86
"S100PBP",1.62
"S100Z",0.89
"S1PR1",0.95
"S1PR2",3.44
"S1PR3",1.93
"S1PR4",1.35
"S1PR5",1.47
"SAA1",0.98
"SAA2",0.77
"SAA2-SAA4",0.78
"SAA3P",0.82
"SAA4",0.8
"SAAL1",1.07
"SAC3D1",4
"SACM1L",0.99
"SACS",0.92
"SACS-AS1",0.73
"SAE1",2.25
"SAFB",2.6
"SAFB2",2.26
"SAG",0.9
"SAGE1",0.85
"SALL1",0.89
"SALL2",1.27
"SALL3",0.91
"SALL4",1.15
"SALRNA1",0.65
"SALRNA2",0.89
"SALRNA3",0.67
"SAMD1",3.36
"SAMD10",4.3
"SAMD11",6.94
"SAMD12",0.96
"SAMD12-AS1",0.83
"SAMD13",0.84
"SAMD14",1.77
"SAMD15",1.05
"SAMD3",0.88
"SAMD4A",1.06
"SAMD4B",2.83
"SAMD5",0.81
"SAMD7",0.73
"SAMD8",1.32
"SAMD9",0.78
"SAMD9L",0.79
"SAMHD1",1.12
"SAMM50",1.66
"SAMMSON",0.85
"SAMSN1",0.84
"SAMSN1-AS1",0.82
"SAP130",1.52
"SAP18",3.5
"SAP25",16.52
"SAP30",1.14
"SAP30BP",2.97
"SAP30L",1.16
"SAP30L-AS1",1.74
"SAPCD1",2.07
"SAPCD1-AS1",2.42
"SAPCD2",5.2
"SAR1A",1.61
"SAR1B",1.07
"SARAF",1.59
"SARDH",1.04
"SARM1",3.23
"SARNP",1.98
"SARS",1.91
"SARS2",4.54
"SART1",13.08
"SART3",2.23
"SASH1",1.05
"SASH3",1.41
"SASS6",1.04
"SAT1",1.37
"SAT2",0.98
"SATB1",0.76
"SATB1-AS1",0.77
"SATB2",0.87
"SATB2-AS1",0.83
"SATL1",0.97
"SAV1",1.39
"SAXO1",0.9
"SAXO2",1.01
"SAYSD1",1.22
"SBDS",3.16
"SBDSP1",2.06
"SBF1",2.1
"SBF1P1",1.03
"SBF2",1.05
"SBF2-AS1",1.34
"SBK1",1.46
"SBK2",1.22
"SBK3",1.45
"SBNO1",1.51
"SBNO2",6.05
"SBSN",1.97
"SBSPON",0.88
"SC5D",1.38
"SCAF1",5.99
"SCAF11",1.69
"SCAF4",1.3
"SCAF8",1.58
"SCAI",1.08
"SCAMP1",1.13
"SCAMP1-AS1",3.8
"SCAMP2",2.03
"SCAMP3",7.01
"SCAMP4",6.04
"SCAMP5",1.56
"SCAND1",3.25
"SCAND2P",2.7
"SCAP",3.27
"SCAPER",0.86
"SCARA3",1.5
"SCARA5",0.9
"SCARB1",2.08
"SCARB2",1.66
"SCARF1",2.42
"SCARF2",3.35
"SCARNA1",1.34
"SCARNA10",0.83
"SCARNA11",1.93
"SCARNA12",8.11
"SCARNA13",2.42
"SCARNA14",3.54
"SCARNA15",1.14
"SCARNA16",3
"SCARNA17",2.43
"SCARNA18",1.42
"SCARNA18B",1.25
"SCARNA2",3.19
"SCARNA20",0.55
"SCARNA21",1.66
"SCARNA22",11.74
"SCARNA23",0.64
"SCARNA26A",3.05
"SCARNA26B",3.64
"SCARNA27",1.92
"SCARNA28",5.77
"SCARNA3",0.87
"SCARNA4",1.31
"SCARNA5",1.83
"SCARNA6",1.58
"SCARNA7",0.65
"SCARNA8",1.13
"SCARNA9",1.66
"SCARNA9L",1.51
"SCART1",1.28
"SCCPDH",1.43
"SCD",3.05
"SCD5",1.03
"SCEL",0.85
"SCEL-AS1",0.85
"SCFD1",1.11
"SCFD2",0.97
"SCG2",0.74
"SCG3",0.65
"SCG5",1.13
"SCGB1A1",1.09
"SCGB1B2P",0.95
"SCGB1C1",0.68
"SCGB1C2",0.92
"SCGB1D1",0.73
"SCGB1D2",0.59
"SCGB1D4",0.63
"SCGB2A1",0.91
"SCGB2A2",0.6
"SCGB2B2",1.24
"SCGB2B3P",1.51
"SCGB3A1",0.85
"SCGB3A2",0.93
"SCGN",0.8
"SCHIP1",0.81
"SCHLAP1",0.79
"SCIMP",1.37
"SCIN",0.97
"SCLT1",1.04
"SCLY",2.71
"SCMH1",1.31
"SCML1",0.92
"SCML2",0.95
"SCML4",0.8
"SCN10A",0.82
"SCN11A",0.79
"SCN1A",0.79
"SCN1B",2.14
"SCN2A",0.81
"SCN2B",0.86
"SCN3A",0.79
"SCN3B",0.88
"SCN4A",1.1
"SCN4B",1.24
"SCN5A",0.87
"SCN7A",0.86
"SCN8A",1.01
"SCN9A",0.8
"SCNM1",6.14
"SCNN1A",3.59
"SCNN1B",1
"SCNN1D",2.59
"SCNN1G",0.88
"SCO1",1.14
"SCO2",4.5
"SCOC",0.86
"SCOC-AS1",0.84
"SCP2",0.98
"SCP2D1",0.91
"SCPEP1",1.06
"SCRG1",0.89
"SCRIB",13.52
"SCRN1",1.75
"SCRN2",2.94
"SCRN3",1
"SCRT1",1.43
"SCRT2",1
"SCT",2.41
"SCTR",0.92
"SCUBE1",0.84
"SCUBE2",1.1
"SCUBE3",1.3
"SCX",8.55
"SCYL1",8.28
"SCYL2",1.01
"SCYL3",1.68
"SDAD1",1.56
"SDAD1P1",1.67
